,Unnamed: 0,latitude,longitude,d50,beach_slope_average,mstr,code,hs_mean,dir,tp,geometry,index_right,ID_Region,Descriptio,dataset
54,54,-16.4942435199385,122.89166060152122,0.23651,0.1033305012631261,7.247889518737793,3.0,0.4504064802038511,226.6460885075344,4.557661256080669,POINT (122.89166060152122 -16.4942435199385),0,5,North-western Coasts,Short (2022)
60,60,-14.10364292220424,126.4987072497073,0.30145,0.1214866428002393,3.510416269302368,3.0,0.2925280083375086,196.59211897601185,2.8126700941892837,POINT (126.4987072497073 -14.10364292220424),0,5,North-western Coasts,Short (2022)
110,110,-17.532592796643804,122.14714650204218,0.37631,0.1226032349133874,7.359438419342041,3.0,0.804634945341247,233.15183664261343,9.212585944440963,POINT (122.14714650204218 -17.532592796643804),0,5,North-western Coasts,Short (2022)
123,123,-13.994059163502286,125.98475500914547,0.45376,0.0855211863244159,5.698318004608154,3.0,0.3990278764855264,208.88521213294064,2.9908795560087107,POINT (125.98475500914547 -13.994059163502286),0,5,North-western Coasts,Short (2022)
125,125,-17.616897169024416,122.17616751174025,0.47963,0.083792383073494,7.45783805847168,3.0,0.804634945341247,233.15183664261343,9.212585944440963,POINT (122.17616751174025 -17.616897169024416),0,5,North-western Coasts,Short (2022)
142,142,-14.800583301250532,128.40950559966168,0.45692,0.0698337581789345,7.004926681518555,3.0,0.5594826787063631,207.00987214062653,4.065778978601814,POINT (128.40950559966168 -14.800583301250532),0,5,North-western Coasts,Short (2022)
147,147,-14.800583301250532,128.40950559966168,0.45692,0.0698337581789345,7.004926681518555,3.0,0.5594826787063631,207.00987214062653,4.065778978601814,POINT (128.40950559966168 -14.800583301250532),0,5,North-western Coasts,Short (2022)
158,158,-14.199048165061624,126.23984735892884,0.6029,0.0836708664602374,4.398869514465332,3.0,0.3990278764855264,208.88521213294064,2.9908795560087107,POINT (126.23984735892884 -14.199048165061624),0,5,North-western Coasts,Short (2022)
159,159,-14.146220385617651,126.55616923308456,0.61132,0.1321841076496485,3.4921135902404785,3.0,0.2925280083375086,196.59211897601185,2.8126700941892837,POINT (126.55616923308456 -14.146220385617651),0,5,North-western Coasts,Short (2022)
160,160,-14.18145331359832,126.61356233767052,0.61985,0.1508520380916084,3.4921135902404785,3.0,0.2925280083375086,196.59211897601185,2.8126700941892837,POINT (126.61356233767052 -14.18145331359832),0,5,North-western Coasts,Short (2022)
192,192,-17.983676865360007,122.21953849953628,0.66896,0.076005189370542,8.446423530578613,3.0,0.7552840442569917,234.91208973749605,8.270731419346472,POINT (122.21953849953628 -17.983676865360007),0,5,North-western Coasts,Short (2022)
196,196,-20.668177512199183,116.70128130819867,0.66434,0.105861177804742,4.0976667404174805,3.0,0.8290983680648115,201.6275348787712,5.097199156795085,POINT (116.70128130819867 -20.668177512199183),0,5,North-western Coasts,Short (2022)
203,203,-20.668177512199183,116.70128130819867,0.66434,0.105861177804742,4.0976667404174805,3.0,0.8290983680648115,201.6275348787712,5.097199156795085,POINT (116.70128130819867 -20.668177512199183),0,5,North-western Coasts,Short (2022)
206,206,-14.20644381506338,126.3107240567985,0.66434,0.0729701284695363,4.385982513427734,3.0,0.2925280083375086,196.59211897601185,2.8126700941892837,POINT (126.3107240567985 -14.20644381506338),0,5,North-western Coasts,Short (2022)
207,207,-20.668177512199183,116.70128130819867,0.66434,0.105861177804742,4.0976667404174805,3.0,0.8290983680648115,201.6275348787712,5.097199156795085,POINT (116.70128130819867 -20.668177512199183),0,5,North-western Coasts,Short (2022)
210,210,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
211,211,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
220,220,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
224,224,-14.106155043296344,126.655476238212,0.77916,0.0900801698349089,3.47376036643982,3.0,0.2925280083375086,196.59211897601185,2.8126700941892837,POINT (126.655476238212 -14.106155043296344),0,5,North-western Coasts,Short (2022)
225,225,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
227,227,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
231,231,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
232,232,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
234,234,-20.30556737572971,118.63926205479612,0.72699,0.0136662356758357,6.321517467498779,3.0,0.6998415242900239,210.94260774505503,6.132937801222443,POINT (118.63926205479612 -20.30556737572971),0,5,North-western Coasts,Short (2022)
