,hs_max,hs_mean,dir,tp,d50,beach_slope_average,dataset,mstr,latitude,longitude
0,0.7617589345206062,0.6615152130106217,90.24949890563336,8.169431057131568,0.155939469,0.0451357466063348,rossi,1.6591230630874634,29.162211169361363,-80.94200921604443
1,0.5901301372763065,0.5086942905900015,80.82377991567343,8.123483298443421,0.18441818,0.0749318801089918,rossi,1.824101686477661,29.645555665452942,-81.1954593741193
2,0.8809529445217391,0.7255852700628806,88.937432281623,8.380413590182977,0.247251431,0.065505617977528,"McFall, 2022",1.3584672212600708,35.66994436755813,-75.47155120929787
3,0.733989143066846,0.636615768402351,94.09071854033664,8.248668353623,0.138413998,0.0621824104234527,rossi,1.4877971410751345,28.302757537388047,-80.56872720069617
4,0.4248162878607845,0.3539550184536185,115.65550623595668,7.283453469695511,0.167247418,0.0789054726368159,C_Alexander,2.2614266872406006,30.795247010539228,-81.41487981638898
5,0.3157484110026908,0.2609705351631496,120.05372245826771,7.09124382164915,0.126750602,0.034296875,C_Alexander,2.556210517883301,31.43059734072274,-81.20799947890829
6,0.998322164495114,0.8425809509238068,68.6559924479493,7.379679295654722,0.234888053,0.1026494023904382,rossi,1.1591616868972778,26.6891384143289,-80.01602223386001
7,0.5318519634023509,0.4582191094010763,93.835715694395,7.908855821298102,0.164146561,0.0470281124497992,rossi,1.8807613849639893,29.815275386506205,-81.25720931089174
8,0.4402652102305622,0.3365558472577538,142.6420094309051,6.658452065198017,0.11,0.0331434599156118,Fenster et al (2016),1.680526852607727,37.136746980374014,-75.86915218474374
9,0.8668794031596091,0.7578580783598641,82.37769752406768,8.281070118671293,0.183144338,0.0504558404558404,rossi,1.6167385578155518,29.036170173641704,-80.86981078650885
10,0.7187468785189067,0.5814631333710523,123.25585436643397,7.634608835517065,0.15,0.0525,Fenster et al (2016),1.6060380935668943,37.54565519115002,-75.60432532353039
11,0.4402652102305622,0.3365558472577538,142.6420094309051,6.658452065198017,0.11,0.0331434599156118,Fenster et al (2016),1.680526852607727,37.13567441240322,-75.87019193297067
12,0.5377636167980456,0.4456469095251381,120.80599763306742,7.074915685804844,0.126750602,0.0441470588235294,C_Alexander,2.5055906772613525,31.390339252720334,-81.20542845503239
