,Sid,Sur,Yr,Sea,Tran,Lat,Lon,Dep,Ele,Type,eMean,gMean,gMed,dataset,PROJECT ,SITE,Year,DATE,TRANSECT,d95,Mean,Std,Skewness,Kurtosis,Contact,Unnamed: 0.1,Unnamed: 0,Sample_ID,Sample_Type_Code,Project,Date,Location_Type,num_orig_dists,Measured_Distributions,Grainsize,Median,Wentworth,Kurtosis_Class,Skewness_Class,Sorting,d5,d10,d16,d25,d30,d50,d65,d75,d84,d90,Notes,geometry
293,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,23-Jul-12,B,0.8797600690273281,0.8299361781007414,0.9346498836156835,0.631744584071332,0.763459894619065,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,23-Jul-12,B,0.8454301879662932,0.7841258518839062,0.9280528653290979,0.6414971196781095,0.5861586143724088,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,25-Jul-12,B,0.9698300081883038,0.8300623746389221,0.8608312415275383,1.8306647812617252,0.4947546194130526,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,25-Jul-12,B,0.9698300081883038,0.8990216032693432,0.9164594829253477,0.9043379383516718,0.6771729597970455,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,25-Jul-12,B,0.9698300081883038,0.7857320190058377,0.8444588752277754,0.9294531095488205,0.6427483283206746,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,25-Jul-12,B,0.8802203885305132,0.8066239418350228,0.8866031181012348,0.5480273210564695,1.0787421475116612,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,30-Jul-12,B,0.9698300081883038,0.8220166451725595,0.8269379844022138,0.922453257094369,0.6894026168407712,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,30-Jul-12,B,0.9698300081883038,0.8157976904164392,0.8737015891131878,0.7475232609070389,0.703200669421908,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,29-Jul-12,B,0.9698300081883038,0.8564012429716952,0.9070340376032289,0.9638668340226684,0.611773781635511,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,29-Jul-12,B,0.9698300081883038,0.8869648025864265,0.9319640526263516,1.166972796993774,0.61613240590514,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,29-Jul-12,B,0.9698300081883038,0.8838702047866984,0.9120911023788981,1.4489916817150112,0.5869473378074692,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,29-Jul-12,B,0.9698300081883038,0.8844792733725619,0.9293354814298767,1.4494174266948427,0.5912191491499853,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ARROYO QUEMADO,2012.0,15-Aug-12,B,0.9698300081883038,0.8515781197593781,0.9194361162991734,0.942538446232867,0.6076732056745917,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ARROYO QUEMADO,2012.0,15-Aug-12,B,0.9698300081883038,0.8781089250342344,0.9431909256629599,1.9199579239989804,0.5360779867813781,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,29-Aug-12,B,0.9698300081883038,0.867522235535995,0.8871273309619748,1.0372384841512694,0.6149686552122227,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,29-Aug-12,B,0.882871471656894,0.8400523563472846,0.9372805947749675,0.4917201311590594,0.8431837946150038,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,29-Aug-12,B,0.9698300081883038,0.8782660400581481,0.9017923171288328,1.1423459827785274,0.6089979278050148,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,29-Aug-12,B,0.896124104642188,0.8484159786557731,0.9465966394259575,0.5730534208626403,0.7378719920666041,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,20-Aug-12,B,0.9698300081883038,0.8643695346291329,0.8849172258976415,1.0933069481511961,0.6088170739566287,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,20-Aug-12,B,0.8832224332840424,0.8357966862309727,0.9240169304652712,0.4846968520255805,0.9506280607824915,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,21-Aug-12,B,0.9698300081883038,0.8819197579859721,0.903954082295921,1.1075912047125405,0.6629404199413245,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,21-Aug-12,B,0.912960553818959,0.8229531605659935,0.9127948430442261,0.6991552340892511,0.6587744436343888,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,15-Aug-12,B,0.896410735381937,0.8326558091189181,0.9210471633936265,0.5128810291196945,0.7617010214523082,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,15-Aug-12,B,0.9698300081883038,0.8738396029379553,0.9441897494293321,2.107931690044421,0.5319019355468537,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,20-Aug-12,B,0.9698300081883038,0.8632915379695396,0.9262708533257504,1.2016459213025472,0.598471181988068,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,20-Aug-12,B,0.9100003165382624,0.8546755684127119,0.9330212054183356,0.5796411741737781,1.0791320106088906,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,28-Aug-12,B,0.877296073505576,0.7927903535633044,0.9103944574181417,0.728079338784502,0.5900074582181616,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,28-Aug-12,B,0.9128221789047614,0.8608068273003833,0.9414975280968149,0.6673815933246778,0.9051473327050894,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,28-Aug-12,B,0.9698300081883038,0.8203535713472242,0.8130771172641827,0.6690193623685702,0.7100756072864295,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,28-Aug-12,B,0.9698300081883038,0.9020284827302633,0.9189544073242563,0.8792066024161947,0.6836643734114578,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,20-Aug-12,B,0.9698300081883038,0.7841859941413715,0.8526893308440603,1.0452228921268583,0.6371005885620971,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,20-Aug-12,B,0.877326211115776,0.7605395722019181,0.7705077583971328,0.49754449878167295,1.5948329133196564,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,29-Aug-12,B,0.9698300081883038,0.8384580385067737,0.9058144555988648,0.8351954634722232,0.6125985578691145,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,29-Aug-12,B,0.9698300081883038,0.8597198913584734,0.9103003859298923,0.8347711186521207,0.7146653662586248,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,29-Aug-12,B,0.9698300081883038,0.8637069251586086,0.92220964381698,1.2220093710883781,0.5871584756492714,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,29-Aug-12,B,0.8818181075661106,0.8431652344657122,0.9417068775054337,0.4889157669175248,0.9204655401096974,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,A,0.8920047688541657,0.8436885031998174,0.9465798843356534,0.5845951664070396,0.6203009384476627,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,A,0.9343248570934596,0.8782954785286267,0.947159207639491,0.9256024891856508,0.6565060582831659,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,B,0.8817431386303362,0.8275722355465911,0.9306918436192991,0.6596551390497954,0.751590067574574,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,B,0.9244375528560537,0.8754153362128279,0.9497006253628011,0.8662990236393255,0.6848770878062087,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,C,0.9116750457538689,0.8445364730766778,0.9396431573448153,0.7940862250433811,0.561585072302283,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,BLACKS,2012.0,26-Sep-12,C,0.9117100519470586,0.8716889758297371,0.9623634634627901,0.9950368543183676,0.6029468977771189,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,A,0.8428408658790321,0.10929262552913203,1.745242985642996,0.027543755439592452,0.24982073128346333,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,A,0.919314076380366,0.8820090280722059,0.9605318090323978,0.7160308163937514,0.5969579747381268,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,B,0.035507843538064014,0.17255781059601147,3.052927161515515,5.446988394606673,0.46269782832349887,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,B,0.9393411138397557,0.8707881802502124,0.9436780653188979,1.0676928037068487,0.6572647764966989,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,C,0.9241017784674814,0.8733905705894661,0.9490189895761749,0.8633360587150442,0.690757874441676,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CARLSBAD,2012.0,25-Sep-12,C,0.9357895333860509,0.8849745322602347,0.9509725555432349,0.8951252017520841,0.6043994936406342,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,A,0.8770221081593591,0.8238174462296203,0.9281970594549139,0.62717527032449,0.8074363932593265,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,A,0.9130883438198865,0.8545735115949196,0.9452963891028271,0.6813402101363476,0.7384702041739619,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,B,0.9698300081883038,0.8576421807873361,0.9204376581512843,1.3019095159614973,0.5452478031305673,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,B,0.8989157439347311,0.8116938343291054,0.8774035067234487,0.4978978040148817,0.9730685656049091,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,C,0.877630090209163,0.8334517600943036,0.9389187521651717,0.5511329722193482,0.7788178330815334,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,CRYSTAL COVE,2012.0,28-Sep-12,C,0.8806005235640229,0.8278297248241524,0.9108471502951856,0.4936704757887405,1.0564931420376704,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,A,0.9698300081883038,0.8961030827443447,0.9226338263472972,1.42399784096186,0.5981149475666082,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,A,0.9075614233763025,0.8417965157513181,0.9158909123977568,0.5253766922001976,0.850729755069803,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,B,0.9698300081883038,0.8777137544015546,0.935179862334158,1.2641989481562355,0.5955118601991705,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,B,0.9152549205471733,0.8591584657617798,0.9331671617472583,0.6400349709187754,0.8344864568444981,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,C,0.9698300081883038,0.8754968230715551,0.9351523446190636,1.1497546790954005,0.6044185674327015,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,EAST CAMPUS,2012.0,16-Sep-12,C,0.9187742418349941,0.8590400645527606,0.9370165335758783,0.7025786553546463,0.7391838123856663,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,A,0.9698300081883038,0.8856460203290859,0.9044471455709967,0.9342803018668657,0.6706516819967707,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,A,0.9698300081883038,0.9354630701913892,0.9411179009885345,0.13518607553836443,0.6145282998480301,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,B,0.9698300081883038,0.8890691242318973,0.9034511097162188,0.8410031688356364,0.7234547531969528,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,B,0.9698300081883038,0.9041004565143533,0.9286064562906903,1.0702096210804104,0.5790018571566756,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,C,0.9698300081883038,0.8733958553597727,0.8570905007108431,0.696833627789121,1.0157657852162238,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,GAVIOTA,2012.0,18-Sep-12,C,0.9698300081883038,0.9089008753612077,0.9357415617991446,1.0823200926237166,0.5313195551976809,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,A,0.9698300081883038,0.848564740839173,0.9098965577857419,0.8509927694560627,0.6303574356184295,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,A,0.9327277840816145,0.8649905609506366,0.9250120340755119,0.6707096699857337,0.8791043409576225,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,B,0.9698300081883038,0.880790784815191,0.8969835699168814,0.8827882528874462,0.6737253271947325,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,B,0.9084942899260106,0.8430145396415808,0.8990826016620124,0.5137583436565107,1.0630670115399987,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,C,0.9698300081883038,0.8559757576652364,0.91121038543986,0.8961539932420212,0.6300431703636464,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,ISLA VISTA,2012.0,16-Sep-12,C,0.9315767358868278,0.8638514639849988,0.9290460191396033,0.7150464604592611,0.8473533897475334,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,A,0.9698300081883038,0.7314631192429965,0.784271341240746,0.667670750604717,0.7501286809465975,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,A,0.8391601672635162,0.6165828604374255,0.5169149875851096,0.4192440931708953,1.9120284482288286,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,B,0.9698300081883038,0.7149540237036421,0.7571022397045937,0.6375429557906113,0.7658176122993418,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,B,0.8121426941434382,0.4641669406737768,0.4100056813074677,0.4091160574935794,1.0273974010790279,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,C,0.9698300081883038,0.731455583443053,0.7578394075055316,0.6093772334240577,0.9094346735988261,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN CLEMENTE,2012.0,28-Sep-12,C,0.9698300081883038,0.7229740219599329,0.6882524966929623,0.5072198703527728,1.1969274129934908,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,A,0.8921255555577913,0.8462770581480809,0.9473040881052617,0.5574429110265413,0.6737681055132106,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,A,0.9244423158878303,0.8689429657108387,0.9361781364641101,0.700264267865131,0.826750045559503,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,B,0.8837343734352042,0.835819416743541,0.9324404355053347,0.5221312216093412,0.7972641400586984,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,B,0.8996963339534139,0.853352434860726,0.9392817612534566,0.5664391081241444,1.007936476664679,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,C,0.9698300081883038,0.8691687086434594,0.9193770895661586,1.112730673142077,0.612517775480323,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SAN ELIJO,2012.0,25-Sep-12,C,0.9195409227755864,0.8688467434958091,0.9330957664832908,0.6573683207346432,0.9620554117841817,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,A,0.9698300081883038,0.9033300049095446,0.9181050581477873,0.6255790901574537,0.6363174941093601,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,A,0.9698300081883038,0.9201616497972092,0.9389061969147295,0.47310169671013513,0.5804093785152366,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,B,0.9698300081883038,0.9022736779367587,0.9160466583066061,0.5354699186301269,0.6196558515893517,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,B,0.9698300081883038,0.9334437386123469,0.9389888485797161,0.10191039746384217,0.56947165753969,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,C,0.9698300081883038,0.8948086858325084,0.9177557800193714,1.044373857250598,0.6119797956227676,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,SCRIPPS,2012.0,26-Sep-12,C,0.9698300081883038,0.9171683872405869,0.9385621031425201,0.6105696902776978,0.5691544807821718,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,A,0.8835348134017952,0.7905532918946564,0.9024233102293041,0.7298109467932996,0.6282098223748998,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,A,0.9092259308923395,0.8147268619741846,0.8869277890489102,0.5586130232042502,0.8117859919088083,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,B,0.9164390674588188,0.8093163772815997,0.9043372868175854,0.848869733411658,0.591453145969153,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,B,0.8928368478131854,0.8181908111637096,0.8996380856596233,0.5336548770919051,0.8725782145230903,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,C,0.9698300081883038,0.8051012294105102,0.8878625591763492,1.2184720132358622,0.5457448900636854,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LEO CARILLO,2012.0,1-Oct-12,C,0.9698300081883038,0.8560918639376696,0.9151817401447527,0.8988191563020237,0.628890777058013,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,1-Oct-12,A,0.9698300081883038,0.7990801974379313,0.7899882389009337,0.6881521246385035,0.7081218008780981,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,1-Oct-12,A,0.9698300081883038,0.865695816377771,0.8820242358530587,0.9252715389524667,0.6248214626203902,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,2011-2013 MPA Study,SC_Beach,LITTLE DUME,2012.0,1-Oct-12,B,0.9698300081883038,0.7865938680713275,0.7800081009268202,0.795959722388402,0.7201864074079061,Karina Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
