,Sid,Sur,Yr,Sea,Tran,Lat,Lon,Dep,Ele,Type,eMean,gMean,gMed,dataset,PROJECT ,SITE,Year,DATE,TRANSECT,d95,Mean,Std,Skewness,Kurtosis,Contact,Unnamed: 0.1,Unnamed: 0,Sample_ID,Sample_Type_Code,Project,Date,Location_Type,num_orig_dists,Measured_Distributions,Grainsize,Median,Wentworth,Kurtosis_Class,Skewness_Class,Sorting,d5,d10,d16,d25,d30,d50,d65,d75,d84,d90,Notes,geometry
587,590.0,N,,,0.0,34.19756,-119.31316,20.0,O,E,0.0825,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,591.0,N,,,0.0,34.18941,-119.31254,20.0,O,E,0.0959,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,592.0,N,,,127.0,34.20276,-119.25495,5.0,O,E,0.1468,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,593.0,N,,,127.0,34.2013,-119.25761,10.0,O,E,0.0975,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,594.0,N,,,127.0,34.17906,-119.3127,20.0,O,E,0.0828,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,595.0,N,,,128.0,34.19159,-119.24856,5.0,O,E,0.1669,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,596.0,N,,,128.0,34.19064,-119.2514,10.0,O,E,0.0995,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,597.0,N,,,128.0,34.17043,-119.3062,20.0,O,E,0.0935,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,598.0,N,,,129.0,34.18358,-119.24428,5.0,O,E,0.11,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,599.0,N,,,129.0,34.18251,-119.2472,10.0,O,E,0.1244,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,600.0,N,,,129.0,34.15916,-119.2932,20.0,O,E,0.0893,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,601.0,N,,,130.0,34.17406,-119.2395,5.0,O,E,0.1345,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,602.0,N,,,130.0,34.17283,-119.24206,10.0,O,E,0.0983,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,603.0,N,,,130.0,34.15127,-119.28405,20.0,O,E,0.0897,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,604.0,N,,,131.0,34.16545,-119.23387,5.0,O,E,0.1207,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,605.0,N,,,131.0,34.16328,-119.23728,10.0,O,E,0.0852,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,606.0,N,,,131.0,34.1428,-119.27635,20.0,O,E,0.0852,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,607.0,N,,,132.0,34.15642,-119.22696,5.0,O,E,0.2197,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,608.0,N,,,132.0,34.15474,-119.23411,10.0,O,E,0.0972,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,609.0,N,,,132.0,34.14279,-119.25962,20.0,O,E,0.0902,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,610.0,N,,,133.0,34.15066,-119.2211,5.0,O,B,0.1816,0.2832,0.281,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,611.0,N,,,133.0,34.14647,-119.22272,10.0,O,B,0.0833,0.0891,0.0865,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,612.0,N,,,133.0,34.14032,-119.24239,20.0,O,E,0.094,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,613.0,N,,,134.0,34.14265,-119.21033,5.0,O,E,0.1576,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,614.0,N,,,134.0,34.14014,-119.21207,10.0,O,E,0.1076,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,615.0,N,,,134.0,34.13533,-119.21512,20.0,O,E,0.0876,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,616.0,N,,,135.0,34.1409,-119.19742,5.0,O,E,0.181,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,617.0,N,,,135.0,34.13811,-119.19972,10.0,O,E,0.0926,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,618.0,N,,,135.0,34.12229,-119.21182,20.0,O,E,0.0801,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,619.0,N,,,136.0,34.13673,-119.18991,5.0,O,E,0.1128,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,620.0,N,,,136.0,34.1344,-119.19194,10.0,O,E,0.0984,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,621.0,N,,,136.0,34.11967,-119.2019,20.0,O,E,0.1032,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,622.0,N,,,138.0,34.12662,-119.17368,5.0,O,E,0.1363,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,623.0,N,,,138.0,34.12486,-119.17605,10.0,O,E,0.0845,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,624.0,N,,,138.0,34.11166,-119.18854,20.0,O,E,0.0841,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,625.0,N,,,140.0,34.1143,-119.15566,5.0,O,E,0.1215,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,626.0,N,,,140.0,34.11076,-119.15742,10.0,O,E,0.0816,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,627.0,N,,,140.0,34.10024,-119.16669,20.0,O,E,0.0895,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,628.0,N,,,142.0,34.10209,-119.13545,5.0,O,E,0.1186,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,629.0,N,,,142.0,34.09944,-119.13888,10.0,O,E,0.0749,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,630.0,N,,,142.0,34.09235,-119.14134,20.0,O,E,0.0873,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,631.0,N,,,144.0,34.09478,-119.11601,5.0,O,E,0.1408,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,632.0,N,,,144.0,34.09185,-119.11488,10.0,O,E,0.1002,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,633.0,N,,,144.0,34.08747,-119.11489,20.0,O,E,0.0841,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,634.0,N,,,146.0,34.09816,-119.0951,10.0,O,E,0.1061,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,635.0,N,,,146.0,34.09458,-119.0945,20.0,O,E,0.0858,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,636.0,N,,,148.0,34.09084,-119.07241,5.0,O,B,0.1204,0.0704,0.0677,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,637.0,N,,,148.0,34.0887,-119.07476,10.0,O,E,0.0891,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,638.0,N,,,148.0,34.08572,-119.07931,20.0,O,E,0.0857,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,639.0,N,,,149.0,34.08558,-119.06645,10.0,O,E,0.1065,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,640.0,N,,,150.0,34.08492,-119.06128,5.0,O,E,0.3007,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,641.0,N,,,150.0,34.08414,-119.06253,10.0,O,E,0.1402,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,642.0,N,,,150.0,34.07773,-119.0645,20.0,O,E,0.1174,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,643.0,S,6.0,W,,34.39625,-119.53569,,MB,E,0.2566,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,644.0,S,6.0,W,,34.39619,-119.53447,,MB,E,0.2719,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,645.0,S,6.0,W,,34.39606,-119.53339,,MB,E,0.238,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,646.0,S,6.0,W,,34.39578,-119.53158,,MB,E,0.2707,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,647.0,S,6.0,W,,34.39544,-119.53031,,MB,E,0.2987,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,648.0,S,6.0,W,,34.39522,-119.52889,,MB,E,0.2062,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,649.0,S,6.0,W,,34.39383,-119.52589,,MB,E,0.2333,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,650.0,S,6.0,W,,34.39267,-119.52386,,MB,E,0.3604,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,651.0,S,6.0,W,,34.38997,-119.51975,,MB,E,0.3914,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,652.0,S,6.0,W,,34.39631,-119.53569,,BB,E,0.2621,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,653.0,S,6.0,W,,34.39628,-119.53447,,BB,E,0.2497,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,654.0,S,6.0,W,,34.39619,-119.53333,,BB,E,0.2708,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,655.0,S,6.0,W,,34.39589,-119.53156,,BB,E,0.2426,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,656.0,S,6.0,W,,34.39558,-119.53025,,BB,E,0.2501,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,657.0,S,6.0,W,,34.39542,-119.52883,,BB,E,0.1861,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,658.0,S,6.0,W,,34.39397,-119.52578,,BB,B,0.2354,0.2513,0.2476,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,659.0,S,6.0,W,,34.39289,-119.52375,,BB,E,0.2569,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,660.0,S,6.0,W,,34.39014,-119.51958,,BB,E,0.3286,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,661.0,S,6.0,W,,34.41722,-119.82614,,MB,E,0.1604,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,662.0,S,6.0,W,,34.41683,-119.82733,,MB,E,0.3484,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,663.0,S,6.0,W,,34.41675,-119.82842,,MB,E,0.1707,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,664.0,S,6.0,W,,34.41658,-119.83172,,MB,B,0.275,0.2546,0.2504,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,665.0,S,6.0,W,,34.41586,-119.83494,,MB,E,0.233,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,666.0,S,6.0,W,,34.408,-119.87956,,MB,E,0.2654,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,667.0,S,6.0,W,,34.41672,-119.88753,,MB,E,0.3078,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,668.0,S,6.0,W,,34.41931,-119.89083,,MB,B,0.2735,0.3136,0.312,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,669.0,S,6.0,W,,34.40708,-119.87817,,MB,E,0.2148,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,670.0,S,6.0,W,,34.41611,-119.83503,,BB,E,0.3119,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,671.0,S,6.0,W,,34.40808,-119.87936,,BB,E,0.1925,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,672.0,S,6.0,W,,34.41683,-119.88736,,BB,E,0.2308,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,673.0,S,6.0,W,,34.24492,-119.26753,,MB,B,0.4496,0.5085,0.48,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,674.0,S,6.0,W,,34.27508,-119.30972,,MB,E,0.6326,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,675.0,S,6.0,W,,34.27544,-119.29169,,MB,E,0.4167,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,676.0,S,6.0,W,,34.24517,-119.267,,BB,B,0.7008,0.4537,0.4595,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,677.0,S,6.0,W,,34.27567,-119.29158,,BB,E,0.3553,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,678.0,K,,,14.0,34.08825,-119.06479,,MB,E,1.0332,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,679.0,K,,,24.0,34.47085,-120.22627,,MB,E,0.3543,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,680.0,K,,,24.0,34.47107,-120.22728,,MB,E,0.2936,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,681.0,K,,,38.0,34.4628,-120.07163,,MB,E,0.2572,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,682.0,K,,,39.0,34.46254,-120.06665,,MB,E,0.2994,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,683.0,K,,,42.0,34.46091,-120.02942,,MB,E,0.2802,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,684.0,K,,,57.0,34.40806,-119.87963,,MB,E,0.2274,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,685.0,K,,,58.0,34.40932,-119.8698,,MB,E,0.3888,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,686.0,K,,,60.0,34.40758,-119.8508,,MB,E,0.3989,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,687.0,K,,,62.0,34.41597,-119.83446,,MB,E,0.2208,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,688.0,K,,,70.0,34.40368,-119.74709,,MB,E,0.1738,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,689.0,K,,,75.0,34.40271,-119.69506,,MB,E,0.1656,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,690.0,K,,,75.0,34.40266,-119.69557,,MB,E,0.2971,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,691.0,K,,,76.0,34.4106,-119.68976,,MB,E,0.1426,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,692.0,K,,,76.0,34.41031,-119.68925,,MB,E,0.1913,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,693.0,K,,,77.0,34.41457,-119.6803,,MB,E,0.2058,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,694.0,K,,,77.0,34.41444,-119.68027,,MB,E,0.3062,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,695.0,K,,,78.0,34.4161,-119.66998,,MB,E,0.2747,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,696.0,K,,,79.0,34.41709,-119.65842,,MB,E,0.2454,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,697.0,K,,,80.0,34.41737,-119.64716,,MB,E,0.2325,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,698.0,K,,,80.0,34.41732,-119.64719,,MB,E,0.2529,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,699.0,K,,,81.0,34.41637,-119.63601,,MB,E,0.2136,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,700.0,K,,,82.0,34.41894,-119.62495,,MB,E,0.2919,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,701.0,K,,,84.0,34.41979,-119.6028,,MB,E,0.2275,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,702.0,K,,,84.0,34.41972,-119.6028,,MB,E,0.3763,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,703.0,K,,,88.0,34.41313,-119.55877,,MB,E,0.2433,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,704.0,K,,,89.0,34.40808,-119.55132,,MB,E,0.17,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,705.0,K,,,91.0,34.39532,-119.52947,,MB,E,0.1817,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,706.0,K,,,92.0,34.39292,-119.52429,,MB,E,0.2515,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,707.0,K,,,93.0,34.38753,-119.51421,,MB,E,0.2075,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,708.0,K,,,96.0,34.37732,-119.48138,,MB,E,0.2742,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,709.0,K,,,99.0,34.37043,-119.45616,,MB,E,0.2523,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,710.0,K,,,100.0,34.36274,-119.44868,,MB,E,0.2534,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,711.0,K,,,102.0,34.35328,-119.42893,,MB,E,0.2261,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,712.0,K,,,106.0,34.32861,-119.39872,,MB,E,0.404,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,713.0,K,,,107.0,34.31955,-119.39153,,MB,E,0.365,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,714.0,K,,,108.0,34.32114,-119.37671,,MB,E,0.425,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,715.0,K,,,111.0,34.3084,-119.35425,,MB,E,0.2417,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,716.0,K,,,112.0,34.30221,-119.34685,,MB,E,0.2388,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,717.0,K,,,117.0,34.2733,-119.30478,,MB,E,0.4241,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,718.0,K,,,119.0,34.27318,-119.28651,,MB,E,0.3259,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,719.0,K,,,120.0,34.26368,-119.27558,,MB,E,0.3847,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,720.0,K,,,122.0,34.25497,-119.27049,,MB,E,0.3588,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,721.0,K,,,123.0,34.24519,-119.26758,,MB,E,0.2215,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,722.0,K,,,123.0,34.23994,-119.26723,,MB,E,0.2822,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,723.0,K,,,127.0,34.19831,-119.2488,,MB,E,0.4163,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,724.0,K,,,127.0,34.19818,-119.24924,,MB,E,0.3136,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,725.0,K,,,128.0,34.19233,-119.24558,,MB,E,0.3439,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,726.0,K,,,128.0,34.19217,-119.24601,,MB,E,0.3767,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,727.0,K,,,129.0,34.18349,-119.24112,,MB,E,0.3026,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,728.0,K,,,129.0,34.18351,-119.24143,,MB,E,0.6065,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,729.0,K,,,129.0,34.18351,-119.24143,,MB,E,0.3918,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,730.0,K,,,130.0,34.17648,-119.23728,,MB,E,0.2947,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,731.0,K,,,130.0,34.17626,-119.23747,,MB,E,0.3607,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,732.0,K,,,131.0,34.16589,-119.23077,,MB,E,0.3413,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,733.0,K,,,131.0,34.16573,-119.23128,,MB,E,0.3157,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,734.0,K,,,132.0,34.15691,-119.22466,,MB,E,0.2846,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,735.0,K,,,132.0,34.15656,-119.2249,,MB,E,0.2705,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,736.0,K,,,133.0,34.14801,-119.21641,,MB,E,0.3774,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,737.0,K,,,133.0,34.14788,-119.21702,,MB,E,1.1814,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,738.0,K,,,149.0,34.08825,-119.06479,,MB,E,0.4737,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,739.0,K,,,153.0,34.07558,-119.02254,,MB,E,0.494,,,Barnard_Santa_Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
