,latitude,longitude,d50,beach_slope_average,mstr,hs_max,hs_mean,dir,tp
821,-21.65135613826997,115.09104310110799,0.21316,0.07794529856929076,2.3736214637756348,2.268547943996589,0.6579351644500253,219.5345860141523,6.955024592907561
822,-20.84603378187307,116.35711251195018,0.45376,0.057290715336603966,3.895582675933838,3.118058432831717,0.727938386389466,204.7862757004173,5.409421264863112
823,-20.668177512199186,116.70128130819867,0.66434,0.10586117780474202,4.0976667404174805,3.638226514773838,0.8290983680648115,201.6275348787712,5.097199156795085
825,-20.630564262422038,116.79773414362757,0.37631,0.07470269199009187,4.114437103271484,2.1899990276353303,0.5315510748891612,200.346374686681,4.08285308320579
827,-20.63504571283722,117.13870419150767,0.46009,0.014092974242549943,4.997608184814453,2.1899990276353303,0.5315510748891612,200.346374686681,4.08285308320579
828,-20.621419455003547,117.14513327195084,0.15283,0.07274856890981271,4.997608184814453,2.1899990276353303,0.5315510748891612,200.346374686681,4.08285308320579
830,-20.30556737572971,118.63926205479613,0.72699,0.01366623567583575,6.321517467498779,4.748342418468328,0.6998415242900239,210.94260774505503,6.132937801222443
831,-19.74282173150048,120.68772795438704,0.24316,0.02864053902831433,8.625200271606445,6.338427032957993,0.7983398415790041,215.017329334109,5.488778220407118
833,-17.979788804194722,122.35555622646906,0.18301,0.04334933947226132,8.53105640411377,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
834,-17.971697904504595,122.2982098833931,0.14865,0.02882585738530622,8.501636505126953,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
835,-17.983676865360007,122.21953849953628,0.66896,0.076005189370542,8.446423530578613,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
836,-17.99738830060772,122.19787361122998,0.14762,0.050995663769998575,8.346644401550293,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
837,-17.874686217747737,122.20693356838258,0.12074,0.03381577314083497,8.02644157409668,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
838,-17.711675001635584,122.1992248102373,0.34628,0.0670761261313766,7.677801132202148,5.065964634387236,0.7552840442569917,234.91208973749605,8.270731419346472
839,-17.616897169024416,122.17616751174025,0.47963,0.08379238307349406,7.45783805847168,4.971374377115103,0.804634945341247,233.15183664261346,9.212585944440965
840,-17.566881639245878,122.14990094311212,0.37631,0.07549508385294065,7.359438419342041,4.971374377115103,0.804634945341247,233.15183664261346,9.212585944440965
841,-17.532592796643804,122.14714650204218,0.37631,0.12260323491338743,7.359438419342041,4.971374377115103,0.804634945341247,233.15183664261346,9.212585944440965
842,-17.458033177825612,122.14880137458547,0.26981,0.07888425379547745,7.287580966949463,4.971374377115103,0.804634945341247,233.15183664261346,9.212585944440965
843,-17.322469387513625,122.16400792182971,0.15177,0.10756861010712149,7.023871898651123,4.971374377115103,0.804634945341247,233.15183664261346,9.212585944440965
844,-16.4942435199385,122.89166060152122,0.23651,0.10333050126312615,7.247889518737793,2.31031440002712,0.45040648020385116,226.64608850753442,4.557661256080669
845,-16.395770977014582,122.95667902221959,0.21764,0.11650374258911787,7.517473220825195,2.31031440002712,0.45040648020385116,226.64608850753442,4.557661256080669
847,-15.705203260372246,124.39986032650354,0.19615,0.049694522522672445,9.40475845336914,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
848,-15.669967234261092,124.38734865468271,0.64618,0.04587930681024666,9.40475845336914,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
851,-15.545774605925457,124.43894232494314,0.13584,0.06487846081004475,9.185602188110352,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
853,-15.291207119486073,124.67657133996842,0.25174,0.1109436528953279,8.698283195495605,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
854,-15.277898174425243,124.70386551269232,0.26794,0.04126188752483812,8.67547607421875,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
855,-15.265866866203408,124.68022808471811,0.35601,0.0763239301603023,8.67547607421875,1.4695966384239973,0.3103373272664015,229.89591091086365,3.0384378257085993
856,-15.114793412370712,124.90790566772637,0.37371,0.1111240999301418,8.618409156799316,1.4762626502643514,0.3193733202062781,225.60685690246652,2.9094960511332975
857,-15.032808152420055,125.01663585616278,0.56253,0.09952353474402408,8.571146011352539,1.4762626502643514,0.3193733202062781,225.60685690246652,2.9094960511332975
862,-14.707364062501428,125.18358572974893,0.35355,0.1035942069002197,8.037907600402832,2.2457932367357643,0.46981900367883234,215.1349188518543,5.648130587663204
868,-14.338908398951016,125.60097078523044,0.28322,0.026647919746351084,6.6745758056640625,1.5523116582207583,0.3729785428715198,211.34858760981493,3.211874401049339
870,-14.243256713652695,125.61050473298025,0.34389,0.10126254804466439,6.593048095703125,2.741118893970495,0.5592696815094587,209.64529626703737,7.508241910678443
878,-14.032976723312707,125.98072636950856,0.32988,0.11754841151118657,6.073592662811279,1.669289753498818,0.39902787648552646,208.88521213294064,2.9908795560087107
879,-13.994059163502286,125.98475500914549,0.45376,0.08552118632441598,5.698318004608154,1.669289753498818,0.39902787648552646,208.88521213294064,2.9908795560087107
880,-14.20962498075175,126.13473369074389,0.97942,0.0690406673017504,6.316652774810791,1.669289753498818,0.39902787648552646,208.88521213294064,2.9908795560087107
881,-14.17004129281285,126.14895078499515,0.26609,0.062104889742009256,6.316652774810791,1.669289753498818,0.39902787648552646,208.88521213294064,2.9908795560087107
887,-13.919716640485085,126.08849782931635,0.37631,0.12081573751179749,5.07331657409668,1.669289753498818,0.39902787648552646,208.88521213294064,2.9908795560087107
