ID,Sample_ID,Sample_Type_Code,Project,dataset,Date,Location_Type,latitude,longitude,Contact,num_orig_dists,Measured_Distributions,Grainsize,Mean,Median,Wentworth,Kurtosis,Kurtosis_Class,Skewness,Skewness_Class,Std,Sorting,d5,d10,d16,d25,d30,d50,d65,d75,d84,d90,d95,Notes
241393,,1,,UMASS,3/24/2015,low tide,41.41517,-70.54672,"Jonathan Woodruff, UMASS",0,,,0.856716148,,CoarseSand,0.964091563,Mesokurtic,0.504963942,VeryCoarseSkewed,0.583926292,VeryWellSorted,0.31875,0.433333333,0.55625,0.706756757,0.761147541,0.943917526,,1.132490421,1.197586207,1.238965517,1.273448276,Season: winter; Beach Face: 0.118; Transect: D
241394,,1,,UMASS,9/19/2014,dune,41.41777,-70.54813,"Jonathan Woodruff, UMASS",0,,,0.475318639,,MediumSand,0.746073066,Platykurtic,0.519122031,VeryCoarseSkewed,0.736587809,VeryWellSorted,0.293055556,0.329220779,0.364100719,0.40942446,0.430265487,0.500778098,,0.565619597,0.588962536,0.60344,0.61544,Season: summer; Beach Face: 0.118; Transect: E
241395,,1,,UMASS,9/19/2014,berm crest,41.41781,-70.54806,"Jonathan Woodruff, UMASS",0,,,0.456955605,,MediumSand,0.756324968,Platykurtic,0.516458008,VeryCoarseSkewed,0.759967691,VeryWellSorted,0.294444444,0.327710843,0.360189873,0.400063291,0.421438849,0.478992806,,0.535165563,0.553046358,0.564966887,0.574900662,Season: summer; Beach Face: 0.118; Transect: E
241396,,1,,UMASS,9/19/2014,high tide,41.41783,-70.54802,"Jonathan Woodruff, UMASS",0,,,0.360065276,,MediumSand,0.73483632,Platykurtic,0.599554647,VeryCoarseSkewed,0.732719575,VeryWellSorted,0.221034483,0.253361345,0.278571429,0.30975,0.32225,0.371859649,,0.431489362,0.450638298,0.463404255,0.474042553,Season: summer; Beach Face: 0.118; Transect: E
241397,,1,,UMASS,9/19/2014,mid tide ,41.41785,-70.54797,"Jonathan Woodruff, UMASS",0,,,0.338969013,,MediumSand,0.703768477,Platykurtic,0.624635594,VeryCoarseSkewed,0.721771223,VeryWellSorted,0.2075,0.232650602,0.258108108,0.288513514,0.303652968,0.349315068,,0.410880282,0.431977401,0.445536723,0.456836158,Season: summer; Beach Face: 0.118; Transect: E
241398,,1,,UMASS,9/19/2014,low tide,41.41789,-70.54792,"Jonathan Woodruff, UMASS",0,,,0.696465754,,CoarseSand,0.873304632,Platykurtic,0.490565366,VeryCoarseSkewed,0.621156034,VeryWellSorted,0.301515152,0.378636364,0.467719298,0.570116279,0.616571429,0.763529412,,0.900567823,0.945993691,0.976277603,1.001390244,Season: summer; Beach Face: 0.118; Transect: E
241399,,1,,UMASS,3/24/2015,toe of dune,41.41805,-70.54837,"Jonathan Woodruff, UMASS",0,,,0.366044988,,MediumSand,0.751619029,Platykurtic,0.594351238,VeryCoarseSkewed,0.729078761,VeryWellSorted,0.219795918,0.255963303,0.283486239,0.3140625,0.327083333,0.378,,0.437972603,0.45769863,0.470849315,0.481808219,Season: winter; Beach Face: 0.113; Transect: E
241400,,1,,UMASS,3/24/2015,berm crest,41.41808,-70.54832,"Jonathan Woodruff, UMASS",0,,,0.454666149,,MediumSand,0.774432106,Platykurtic,0.515250682,VeryCoarseSkewed,0.702123021,VeryWellSorted,0.253191489,0.303370787,0.337078652,0.382123288,0.40609589,0.481900452,,0.554216867,0.578614458,0.594481328,0.606929461,Season: winter; Beach Face: 0.113; Transect: E
241401,,1,,UMASS,3/24/2015,high tide,41.41813,-70.54824,"Jonathan Woodruff, UMASS",0,,,0.504814169,,CoarseSand,0.858349239,Platykurtic,0.526318166,VeryCoarseSkewed,0.72475684,VeryWellSorted,0.286956522,0.344897959,0.389285714,0.44,0.461276596,0.530752351,,0.600041841,0.622635983,0.637698745,0.650251046,Season: winter; Beach Face: 0.113; Transect: E
241382,,1,,UMASS,9/19/2014,low tide,41.4131,-70.54447,"Jonathan Woodruff, UMASS",0,,,0.908334947,,CoarseSand,0.860055765,Platykurtic,0.444215128,VeryCoarseSkewed,0.550164364,VeryWellSorted,0.324074074,0.421904762,0.533529412,0.70047619,0.782222222,1.051630435,,1.272057878,1.335723473,1.378167203,1.412915767,Season: summer; Beach Face: 0.119; Transect: C
241383,,1,,UMASS,3/23/2015,mid tide ,41.4131,-70.54445,"Jonathan Woodruff, UMASS",0,,,0.535424705,,CoarseSand,0.731993934,Platykurtic,0.542947593,VeryCoarseSkewed,0.628964573,VeryWellSorted,0.260465116,0.312121212,0.357692308,0.425853659,0.458373984,0.57373494,,0.70838565,0.74795302,0.774127517,0.795939597,Season: winter; Beach Face: 0.147; Transect: C
241384,,1,,UMASS,3/23/2015,low tide,41.41312,-70.54442,"Jonathan Woodruff, UMASS",0,,,0.66929235,,CoarseSand,0.754652284,Platykurtic,0.47452203,VeryCoarseSkewed,0.581584541,VeryWellSorted,0.28125,0.340425532,0.410508475,0.51,0.56,0.74877193,,0.92,0.975384615,1.009895833,1.034635417,Season: winter; Beach Face: 0.147; Transect: C
241402,,1,,UMASS,3/24/2015,mid tide ,41.41815,-70.54821,"Jonathan Woodruff, UMASS",0,,,0.52634202,,CoarseSand,0.820433575,Platykurtic,0.535487209,VeryCoarseSkewed,0.737613188,VeryWellSorted,0.312222222,0.362873563,0.411149425,0.458536585,0.482926829,0.550338983,,0.621101512,0.644427646,0.659978402,0.672937365,Season: winter; Beach Face: 0.113; Transect: E
241403,,1,,UMASS,3/24/2015,low tide,41.41818,-70.54818,"Jonathan Woodruff, UMASS",0,,,0.741826509,,CoarseSand,0.837443083,Platykurtic,0.507379191,VeryCoarseSkewed,0.619266421,VeryWellSorted,0.323214286,0.41125,0.498571429,0.597804878,0.646585366,0.805380435,,0.963218391,1.016666667,1.05,1.077777778,Season: winter; Beach Face: 0.113; Transect: E
241413,,1,,UMASS,9/19/2014,berm crest,41.42251,-70.55196,"Jonathan Woodruff, UMASS",0,,,0.405496437,,MediumSand,0.78073598,Platykurtic,0.507270207,VeryCoarseSkewed,0.717053145,VeryWellSorted,0.231463415,0.270666667,0.3064,0.3424,0.360959596,0.42809816,,0.489447853,0.508310413,0.51891945,0.527760314,Season: summer; Beach Face: 0.112; Transect: F
241414,,1,,UMASS,9/19/2014,high tide,41.42253,-70.55192,"Jonathan Woodruff, UMASS",0,,,0.506829318,,CoarseSand,0.802594943,Platykurtic,0.49956546,VeryCoarseSkewed,0.644921275,VeryWellSorted,0.245862069,0.300757576,0.346212121,0.416111111,0.447906977,0.550679612,,0.649442724,0.682879257,0.705170279,0.720548246,Season: summer; Beach Face: 0.112; Transect: F
241415,,1,,UMASS,9/19/2014,mid tide ,41.42255,-70.55186,"Jonathan Woodruff, UMASS",0,,,0.428404806,,MediumSand,0.800019874,Platykurtic,0.488906175,VeryCoarseSkewed,0.690847251,VeryWellSorted,0.229,0.272307692,0.312371134,0.358150685,0.382123288,0.459190283,,0.5279,0.54815,0.56165,0.5729,Season: summer; Beach Face: 0.112; Transect: F
241416,,1,,UMASS,3/25/2015,toe of dune,41.42255,-70.55207,"Jonathan Woodruff, UMASS",0,,,0.475284516,,MediumSand,0.813384247,Platykurtic,0.475920857,VeryCoarseSkewed,0.687722893,VeryWellSorted,0.253125,0.303289474,0.342763158,0.39981982,0.428372093,0.513663366,,0.587920792,0.609801193,0.624115308,0.636043738,Season: winter; Beach Face: 0.113; Transect: F
241417,,1,,UMASS,9/19/2014,low tide,41.42256,-70.55181,"Jonathan Woodruff, UMASS",0,,,0.696243962,,CoarseSand,0.888083862,Platykurtic,0.508674926,VeryCoarseSkewed,0.612006271,VeryWellSorted,0.289130435,0.373902439,0.468,0.568,0.612702703,0.757488584,,0.901881533,0.952055749,0.985505226,1.013103448,Season: summer; Beach Face: 0.112; Transect: F
241418,,1,,UMASS,3/25/2015,berm crest,41.42258,-70.55201,"Jonathan Woodruff, UMASS",0,,,0.37746579,,MediumSand,0.79241345,Platykurtic,0.53813987,VeryCoarseSkewed,0.764550849,VeryWellSorted,0.238421053,0.272674419,0.303846154,0.330473373,0.345266272,0.391414791,,0.438601134,0.45221172,0.461285444,0.468846881,Season: winter; Beach Face: 0.113; Transect: F
241419,,1,,UMASS,3/25/2015,high tide,41.42263,-70.55192,"Jonathan Woodruff, UMASS",0,,,0.44421776,,MediumSand,0.81269564,Platykurtic,0.513202666,VeryCoarseSkewed,0.74727165,VeryWellSorted,0.269767442,0.313953488,0.348837209,0.387333333,0.408545455,0.465980066,,0.522592593,0.539259259,0.55037037,0.55962963,Season: winter; Beach Face: 0.113; Transect: F
241420,,1,,UMASS,3/25/2015,mid tide ,41.42265,-70.55188,"Jonathan Woodruff, UMASS",0,,,0.605144563,,CoarseSand,0.898522576,Platykurtic,0.504394553,VeryCoarseSkewed,0.688853277,VeryWellSorted,0.309090909,0.380377358,0.447272727,0.518461538,0.547307692,0.645588235,,0.740797267,0.767448747,0.785216401,0.800022779,Season: winter; Beach Face: 0.113; Transect: F
241421,,1,,UMASS,3/25/2015,low tide,41.42267,-70.55184,"Jonathan Woodruff, UMASS",0,,,0.552152144,,CoarseSand,0.804727732,Platykurtic,0.509629337,VeryCoarseSkewed,0.627913764,VeryWellSorted,0.254166667,0.315740741,0.370909091,0.446181818,0.482545455,0.598793103,,0.723421829,0.757935103,0.780943953,0.800117994,Season: winter; Beach Face: 0.113; Transect: F
239123,,1,,UMASS,9/19/2014,back berm,41.42608,-70.55437,"Jonathan Woodruff, UMASS",0,,,0.420089413,,MediumSand,0.801686326,Platykurtic,0.509329497,VeryCoarseSkewed,0.745062007,VeryWellSorted,0.255357143,0.3,0.327777778,0.364848485,0.382525253,0.441242938,,0.497740113,0.512587413,0.522027972,0.529895105,Season: summer; Beach Face: 0.131; Transect: G
239124,,1,,UMASS,9/19/2014,high tide,41.4261,-70.5543,"Jonathan Woodruff, UMASS",0,,,0.307189391,,MediumSand,0.728332468,Platykurtic,0.554665098,VeryCoarseSkewed,0.734397321,VeryWellSorted,0.189818182,0.214642857,0.236071429,0.263709677,0.277150538,0.320909091,,0.366321244,0.382642487,0.393523316,0.402590674,Season: summer; Beach Face: 0.131; Transect: G
239125,,1,,UMASS,9/19/2014,mid tide ,41.42611,-70.55426,"Jonathan Woodruff, UMASS",0,,,0.39539006,,MediumSand,0.785522052,Platykurtic,0.515653698,VeryCoarseSkewed,0.705298657,VeryWellSorted,0.218695652,0.258641975,0.295679012,0.331439394,0.350334928,0.417320574,,0.479204893,0.500941423,0.512238494,0.52165272,Season: summer; Beach Face: 0.131; Transect: G
241426,,1,,UMASS,9/19/2014,low tide,41.42612,-70.55421,"Jonathan Woodruff, UMASS",0,,,0.791121559,,CoarseSand,0.84913155,Platykurtic,0.563374689,VeryCoarseSkewed,0.675473372,VeryWellSorted,0.392777778,0.512328767,0.58630137,0.664042553,0.706595745,0.827419355,,0.969469965,1.020664653,1.05510574,1.083806647,Season: summer; Beach Face: 0.131; Transect: G
241427,,1,,UMASS,3/25/2015,toe of dune,41.42613,-70.55446,"Jonathan Woodruff, UMASS",0,,,0.3754466,,MediumSand,0.807924227,Platykurtic,0.545526573,VeryCoarseSkewed,0.77057969,VeryWellSorted,0.238888889,0.274390244,0.305142857,0.330857143,0.345142857,0.388125,,0.433931777,0.446858169,0.455475763,0.462657092,Season: winter; Beach Face: 0.113; Transect: G
241428,,1,,UMASS,3/25/2015,back berm,41.42617,-70.55437,"Jonathan Woodruff, UMASS",0,,,0.413004893,,MediumSand,0.76190658,Platykurtic,0.519516432,VeryCoarseSkewed,0.79295236,VeryWellSorted,0.281818182,0.31440678,0.339830508,0.367633588,0.380992366,0.428709677,,0.469032258,0.483548387,0.493225806,0.50096,Season: winter; Beach Face: 0.113; Transect: G
241429,,1,,UMASS,3/25/2015,high tide,41.4262,-70.55429,"Jonathan Woodruff, UMASS",0,,,0.424057398,,MediumSand,0.807076541,Platykurtic,0.519965519,VeryCoarseSkewed,0.750954787,VeryWellSorted,0.260204082,0.305339806,0.334466019,0.37009901,0.387425743,0.443490305,,0.498891967,0.514088398,0.524033149,0.532320442,Season: winter; Beach Face: 0.113; Transect: G
241430,,1,,UMASS,3/25/2015,mid tide ,41.42622,-70.55424,"Jonathan Woodruff, UMASS",0,,,0.539308886,,CoarseSand,0.820221175,Platykurtic,0.518958486,VeryCoarseSkewed,0.652729322,VeryWellSorted,0.262857143,0.322222222,0.37625,0.44601626,0.478536585,0.578691099,,0.685492958,0.720426065,0.739974937,0.756265664,Season: winter; Beach Face: 0.113; Transect: G
241431,,1,,UMASS,3/25/2015,low tide,41.42624,-70.5542,"Jonathan Woodruff, UMASS",0,,,0.601347314,,CoarseSand,0.775659373,Platykurtic,0.522534417,VeryCoarseSkewed,0.623536646,VeryWellSorted,0.277586207,0.340217391,0.40173913,0.479381443,0.516791045,0.648709677,,0.788710938,0.834414063,0.86183844,0.884122563,Season: winter; Beach Face: 0.113; Transect: G
241435,,1,,UMASS,9/20/2014,dune,41.4311,-70.556,"Jonathan Woodruff, UMASS",0,,,0.350009209,,MediumSand,0.783152565,Platykurtic,0.573464499,VeryCoarseSkewed,0.764651866,VeryWellSorted,0.225272727,0.256504065,0.280894309,0.309267241,0.320043103,0.36117801,,0.406989529,0.422643478,0.430991304,0.437947826,Season: summer; Beach Face: 0.119; Transect: H
241436,,1,,UMASS,9/20/2014,back berm,41.43111,-70.55594,"Jonathan Woodruff, UMASS",0,,,0.382292926,,MediumSand,0.768818888,Platykurtic,0.556883836,VeryCoarseSkewed,0.75587515,VeryWellSorted,0.239189189,0.274096386,0.30508982,0.332035928,0.347005988,0.395547945,,0.446726862,0.462979684,0.473814898,0.482844244,Season: summer; Beach Face: 0.119; Transect: H
241437,,1,,UMASS,9/20/2014,high tide,41.43113,-70.55582,"Jonathan Woodruff, UMASS",0,,,0.480068756,,MediumSand,0.794163824,Platykurtic,0.514873095,VeryCoarseSkewed,0.702321807,VeryWellSorted,0.267073171,0.315753425,0.355785124,0.40785124,0.431897436,0.510065789,,0.584078947,0.609672131,0.626533958,0.64058548,Season: summer; Beach Face: 0.119; Transect: H
241438,,1,,UMASS,3/25/2015,toe of dune,41.43113,-70.55599,"Jonathan Woodruff, UMASS",0,,,0.457805088,,MediumSand,0.822040464,Platykurtic,0.516029474,VeryCoarseSkewed,0.783538678,VeryWellSorted,0.305072464,0.341304348,0.371818182,0.412727273,0.428421053,0.477956656,,0.525600707,0.539911661,0.549452297,0.557402827,Season: winter; Beach Face: 0.124; Transect: H
241439,,1,,UMASS,9/20/2014,mid tide ,41.43114,-70.55577,"Jonathan Woodruff, UMASS",0,,,0.451353875,,MediumSand,0.778211388,Platykurtic,0.488755637,VeryCoarseSkewed,0.643026521,VeryWellSorted,0.216,0.263114754,0.308823529,0.361864407,0.391525424,0.490289017,,0.577773585,0.60728,0.62648,0.64248,Season: summer; Beach Face: 0.119; Transect: H
241440,,1,,UMASS,9/20/2014,low tide,41.43116,-70.5557,"Jonathan Woodruff, UMASS",0,,,1.18488513,,VeryCoarseSand,0.737581422,Platykurtic,0.565521531,VeryCoarseSkewed,0.72228745,VeryWellSorted,0.71,0.81483871,0.900952381,1.011343284,1.058606965,1.236597222,,1.426920981,1.493133515,1.537275204,1.574059946,Season: summer; Beach Face: 0.119; Transect: H
241441,,1,,UMASS,3/25/2015,back berm,41.43116,-70.55591,"Jonathan Woodruff, UMASS",0,,,0.508410029,,CoarseSand,0.787832713,Platykurtic,0.540809806,VeryCoarseSkewed,0.751022869,VeryWellSorted,0.316,0.360769231,0.401153846,0.444924623,0.465025126,0.530088757,,0.596085193,0.617991886,0.632596349,0.644766734,Season: winter; Beach Face: 0.124; Transect: H
241442,,1,,UMASS,3/25/2015,high tide,41.43119,-70.55583,"Jonathan Woodruff, UMASS",0,,,0.474962659,,MediumSand,0.785677224,Platykurtic,0.518735781,VeryCoarseSkewed,0.712386095,VeryWellSorted,0.27125,0.318,0.356511628,0.405348837,0.428638498,0.502795031,,0.572670807,0.597741935,0.614331797,0.628156682,Season: winter; Beach Face: 0.124; Transect: H
241443,,1,,UMASS,3/25/2015,mid tide ,41.4312,-70.55579,"Jonathan Woodruff, UMASS",0,,,0.588924768,,CoarseSand,0.878726032,Platykurtic,0.528854404,VeryCoarseSkewed,0.71526553,VeryWellSorted,0.325,0.3925,0.449803922,0.512061856,0.535257732,0.619461078,,0.709281437,0.733064516,0.748790323,0.761895161,Season: winter; Beach Face: 0.124; Transect: H
241444,,1,,UMASS,3/25/2015,low tide,41.43122,-70.55573,"Jonathan Woodruff, UMASS",0,,,0.710677947,,CoarseSand,0.737004117,Platykurtic,0.547869104,VeryCoarseSkewed,0.614917175,VeryWellSorted,0.327419355,0.401428571,0.471506849,0.55592233,0.599428571,0.760714286,,0.93754386,1.00071161,1.04340824,1.078988764,Season: winter; Beach Face: 0.124; Transect: H
241445,,1,,UMASS,3/25/2015,toe of dune,41.43219,-70.55615,"Jonathan Woodruff, UMASS",0,,,0.481663362,,MediumSand,0.831487319,Platykurtic,0.516105407,VeryCoarseSkewed,0.684958404,VeryWellSorted,0.251282051,0.308823529,0.352434783,0.407217391,0.432406417,0.513079585,,0.590902256,0.617969925,0.636015038,0.651052632,Season: winter; Beach Face: 0.114; Transect: I
241556,,1,,UMASS,3/25/2015,back berm,41.43221,-70.5561,"Jonathan Woodruff, UMASS",0,,,0.521972372,,CoarseSand,0.822017309,Platykurtic,0.531730144,VeryCoarseSkewed,0.757334698,VeryWellSorted,0.322727273,0.370222222,0.416888889,0.459090909,0.481818182,0.543636364,,0.607647059,0.6275,0.640735294,0.651764706,Season: winter; Beach Face: 0.114; Transect: I
241557,,1,,UMASS,3/25/2015,high tide,41.43223,-70.55598,"Jonathan Woodruff, UMASS",0,,,0.570447311,,CoarseSand,0.823895896,Platykurtic,0.565071882,VeryCoarseSkewed,0.746535125,VeryWellSorted,0.348275862,0.407166667,0.450625,0.503897638,0.521614173,0.59213198,,0.668274112,0.695685279,0.713366534,0.726314741,Season: winter; Beach Face: 0.114; Transect: I
241558,,1,,UMASS,3/25/2015,mid tide ,41.43224,-70.55591,"Jonathan Woodruff, UMASS",0,,,0.989072906,,CoarseSand,0.78863413,Platykurtic,0.53063277,VeryCoarseSkewed,0.660406482,VeryWellSorted,0.493043478,0.600140845,0.701549296,0.810454545,0.86484472,1.052413793,,1.247452229,1.310509554,1.352547771,1.387579618,Season: winter; Beach Face: 0.114; Transect: I
241559,,1,,UMASS,3/25/2015,low tide,41.43225,-70.55587,"Jonathan Woodruff, UMASS",0,,,1.050075314,,VeryCoarseSand,0.780444827,Platykurtic,0.534633104,VeryCoarseSkewed,0.626583562,VeryWellSorted,0.484,0.597619048,0.711428571,0.84,0.901538462,1.125966851,,1.36325,1.445454545,1.5,1.545454545,Season: winter; Beach Face: 0.114; Transect: I
241587,,1,,UMASS,9/19/2014,Not Specified,41.452,-70.55343,"Jonathan Woodruff, UMASS",0,,,0.341742922,,MediumSand,0.902011485,Mesokurtic,0.542047344,VeryCoarseSkewed,0.745386964,VeryWellSorted,0.202222222,0.241272727,0.270869565,0.304893617,0.315531915,0.356378897,,0.398345324,0.413453237,0.422714055,0.42917609,Season: summer; Beach Face: 0.109; Transect: E
241586,,1,,UMASS,9/19/2014,berm crest,41.452,-70.55343,"Jonathan Woodruff, UMASS",0,,,0.344403872,,MediumSand,0.898126773,Platykurtic,0.54396308,VeryCoarseSkewed,0.744207331,VeryWellSorted,0.203076923,0.243207547,0.272767857,0.306359649,0.317324561,0.358793103,,0.401896552,0.417413793,0.425980066,0.432624585,Season: summer; Beach Face: 0.109; Transect: E
241588,,1,,UMASS,3/23/2015,berm crest,41.45201,-70.55338,"Jonathan Woodruff, UMASS",0,,,0.391387914,,MediumSand,0.730138632,Platykurtic,0.573071629,VeryCoarseSkewed,0.784895038,VeryWellSorted,0.267164179,0.301796407,0.319760479,0.346706587,0.358666667,0.403111111,,0.44974359,0.465128205,0.475384615,0.483931624,Season: winter; Beach Face: 0.116; Transect: E
241589,,1,,UMASS,9/19/2014,high tide,41.45201,-70.55336,"Jonathan Woodruff, UMASS",0,,,0.416559272,,MediumSand,0.770356374,Platykurtic,0.530197325,VeryCoarseSkewed,0.7859927,VeryWellSorted,0.279069767,0.314285714,0.341071429,0.369367589,0.383201581,0.43167756,,0.475250545,0.490936819,0.501102603,0.507993874,Season: summer; Beach Face: 0.109; Transect: E
241590,,1,,UMASS,9/19/2014,mid tide ,41.45202,-70.55332,"Jonathan Woodruff, UMASS",0,,,0.465144253,,MediumSand,0.941697928,Mesokurtic,0.495708805,VeryCoarseSkewed,0.748812886,VeryWellSorted,0.274193548,0.327868852,0.368046875,0.417265625,0.433090909,0.491272727,,0.540162272,0.556592292,0.567545639,0.576673428,Season: summer; Beach Face: 0.109; Transect: E
241591,,1,,UMASS,3/23/2015,high tide,41.45202,-70.55329,"Jonathan Woodruff, UMASS",0,,,0.529149687,,CoarseSand,0.750168738,Platykurtic,0.58667198,VeryCoarseSkewed,0.747887554,VeryWellSorted,0.329268293,0.374574468,0.419255319,0.45787234,0.479148936,0.545451505,,0.620753769,0.647889447,0.665979899,0.681055276,Season: winter; Beach Face: 0.116; Transect: E
241592,,1,,UMASS,9/19/2014,low tide,41.45203,-70.55327,"Jonathan Woodruff, UMASS",0,,,0.539360513,,CoarseSand,0.90552796,Mesokurtic,0.547234374,VeryCoarseSkewed,0.735866209,VeryWellSorted,0.306060606,0.372272727,0.427843137,0.474901961,0.500602007,0.560802676,,0.630263158,0.653947368,0.669736842,0.682894737,Season: summer; Beach Face: 0.109; Transect: E
241593,,1,,UMASS,3/23/2015,mid tide ,41.45203,-70.55324,"Jonathan Woodruff, UMASS",0,,,0.921852122,,CoarseSand,0.710154895,Platykurtic,0.58983764,VeryCoarseSkewed,0.692655521,VeryWellSorted,0.522941176,0.604693878,0.678163265,0.763677419,0.805612903,0.96,,1.139664179,1.203312102,1.245350318,1.280382166,Season: winter; Beach Face: 0.116; Transect: E
241594,,1,,UMASS,3/23/2015,low tide,41.45204,-70.5532,"Jonathan Woodruff, UMASS",0,,,1.282107892,,VeryCoarseSand,0.833820191,Platykurtic,0.556107473,VeryCoarseSkewed,0.589748595,VeryWellSorted,0.51125,0.692352941,0.845714286,1.013902439,1.091138211,1.370240964,,1.698666667,1.818666667,1.898666667,1.965333333,Season: winter; Beach Face: 0.116; Transect: E
241595,,1,,UMASS,9/19/2014,back berm,41.45363,-70.55368,"Jonathan Woodruff, UMASS",0,,,0.380484826,,MediumSand,0.753113598,Platykurtic,0.562772957,VeryCoarseSkewed,0.769822529,VeryWellSorted,0.247575758,0.279268293,0.307428571,0.333142857,0.347428571,0.392579618,,0.44129979,0.45639413,0.466457023,0.474842767,Season: summer; Beach Face: 0.115; Transect: D
241578,,1,,UMASS,3/23/2015,toe of dune,41.45365,-70.55376,"Jonathan Woodruff, UMASS",0,,,0.32145248,,MediumSand,0.845632771,Platykurtic,0.564979222,VeryCoarseSkewed,0.809436573,VeryWellSorted,0.225483871,0.253428571,0.270571429,0.296285714,0.304817708,0.330859375,,0.36123053,0.371043614,0.37758567,0.383037383,Season: winter; Beach Face: 0.129; Transect: D
241596,,1,,UMASS,9/19/2014,high tide,41.45367,-70.55357,"Jonathan Woodruff, UMASS",0,,,0.425430642,,MediumSand,0.740847549,Platykurtic,0.53861178,VeryCoarseSkewed,0.791062259,VeryWellSorted,0.29125,0.32047619,0.349047619,0.376437768,0.391459227,0.439489559,,0.485893271,0.501941448,0.510261941,0.517195686,Season: summer; Beach Face: 0.115; Transect: D
241597,,1,,UMASS,9/19/2014,mid tide ,41.45369,-70.55353,"Jonathan Woodruff, UMASS",0,,,0.429089808,,MediumSand,0.758295606,Platykurtic,0.544166393,VeryCoarseSkewed,0.763291927,VeryWellSorted,0.275581395,0.313942308,0.342788462,0.374647887,0.391079812,0.445239437,,0.501272727,0.517636364,0.528545455,0.537636364,Season: summer; Beach Face: 0.115; Transect: D
241598,,1,,UMASS,9/19/2014,low tide,41.4537,-70.5535,"Jonathan Woodruff, UMASS",0,,,0.599554324,,CoarseSand,0.824623977,Platykurtic,0.563331531,VeryCoarseSkewed,0.725781623,VeryWellSorted,0.344117647,0.422857143,0.465714286,0.518349515,0.540194175,0.622555205,,0.715811765,0.743341176,0.761694118,0.776988235,Season: summer; Beach Face: 0.115; Transect: D
241599,,1,,UMASS,3/23/2015,berm crest,41.45371,-70.55359,"Jonathan Woodruff, UMASS",0,,,0.392338727,,MediumSand,0.755122655,Platykurtic,0.553299061,VeryCoarseSkewed,0.804712558,VeryWellSorted,0.276851852,0.307911392,0.326898734,0.353459302,0.363633721,0.404331395,,0.444280702,0.456912281,0.465333333,0.472350877,Season: winter; Beach Face: 0.129; Transect: D
241600,,1,,UMASS,3/23/2015,high tide,41.45375,-70.55345,"Jonathan Woodruff, UMASS",0,,,0.742092707,,CoarseSand,0.74122225,Platykurtic,0.561838268,VeryCoarseSkewed,0.66043993,VeryWellSorted,0.382,0.46,0.525588235,0.603509934,0.643245033,0.782850242,,0.937846154,0.993230769,1.030930233,1.062491694,Season: winter; Beach Face: 0.129; Transect: D
241601,,1,,UMASS,3/23/2015,mid tide ,41.45376,-70.55342,"Jonathan Woodruff, UMASS",0,,,0.751198988,,CoarseSand,0.701883424,Platykurtic,0.543983229,VeryCoarseSkewed,0.576950445,VeryWellSorted,0.322727273,0.393921569,0.466197183,0.56,0.611621622,0.812681159,,1.040776256,1.118858447,1.170913242,1.213601533,Season: winter; Beach Face: 0.129; Transect: D
241602,,1,,UMASS,3/23/2015,low tide,41.45378,-70.55338,"Jonathan Woodruff, UMASS",0,,,17.41329429,,Pebble,1.116422442,Leptokurtic,0.46680219,VeryCoarseSkewed,0.544434892,VeryWellSorted,5.904571429,7.564571429,10.17857143,15.42045455,16.61836735,20.40695853,,24.20113924,25.42012658,26.23278481,26.91,Season: winter; Beach Face: 0.129; Transect: D
241579,,1,,UMASS,9/19/2014,back berm,41.45442,-70.55423,"Jonathan Woodruff, UMASS",0,,,0.37790603,,MediumSand,0.747753322,Platykurtic,0.576714647,VeryCoarseSkewed,0.786646573,VeryWellSorted,0.255769231,0.287820513,0.310904255,0.334840426,0.348138298,0.388056338,,0.433512476,0.447332054,0.456545106,0.464222649,Season: summer; Beach Face: 0.095; Transect: C
241580,,1,,UMASS,3/23/2015,toe of dune,41.45443,-70.5543,"Jonathan Woodruff, UMASS",0,,,0.332922254,,MediumSand,0.920189455,Mesokurtic,0.537770391,VeryCoarseSkewed,0.760967563,VeryWellSorted,0.204230769,0.241034483,0.268217054,0.301459854,0.310583942,0.347080292,,0.383496933,0.396380368,0.404969325,0.412126789,Season: winter; Beach Face: 0.102; Transect: C
241581,,1,,UMASS,9/19/2014,high tide,41.45445,-70.55414,"Jonathan Woodruff, UMASS",0,,,0.422774661,,MediumSand,0.738193315,Platykurtic,0.541417108,VeryCoarseSkewed,0.784091468,VeryWellSorted,0.286046512,0.317117117,0.344144144,0.372742616,0.387510549,0.437307692,,0.485384615,0.502110553,0.511155779,0.518693467,Season: summer; Beach Face: 0.095; Transect: C
241582,,1,,UMASS,3/23/2015,berm crest,41.45446,-70.55421,"Jonathan Woodruff, UMASS",0,,,0.534516618,,CoarseSand,0.704789135,Platykurtic,0.607218628,VeryCoarseSkewed,0.724372775,VeryWellSorted,0.326041667,0.368349515,0.409126214,0.453258427,0.475730337,0.551936759,,0.642962963,0.676296296,0.698518519,0.716382429,Season: winter; Beach Face: 0.102; Transect: C
