/* DATA DESCRIPTION:
Citation:	CIRCO Project Members (2011): Surficial sediment characterization of the Guadiana estuary to evaluate changes in the surface sediments relative to previous analysis within the frame of the CIRCO project. PANGAEA, https://doi.org/10.1594/PANGAEA.883085, 
	In supplement to: Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Surficial sediment texture database for the south-western Iberian Atlantic margin. Earth System Science Data, 10(2), 1185-1195, https://doi.org/10.5194/essd-10-1185-2018
Related to:	Mendes, Isabel Maria de Paiva Pinto; Rosa, F; Dias, Joao Alveirinho; Schönfeld, Joachim; Ferreira, Óscar; Pinheiro, J (2010): Inner shelf paleoenvironmental evolution as a function of land-ocean interactions in the vicinity of the Guadiana River, SW Iberia. Quaternary International, 221(1-2), 58-67, https://doi.org/10.1016/j.quaint.2009.10.037
Original version:	Original data of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed) (URI: https://store.pangaea.de/Publications/Coasta-etal_2017/PLOSscripts.zip)
Further details:	Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Shape files of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed). PANGAEA, https://doi.org/10.1594/PANGAEA.890946
Coverage:	MEDIAN LATITUDE: 37.151776 * MEDIAN LONGITUDE: -7.401386 * SOUTH-BOUND LATITUDE: 37.130853 * WEST-BOUND LONGITUDE: -7.434361 * NORTH-BOUND LATITUDE: 37.170500 * EAST-BOUND LONGITUDE: -7.369548
	DATE/TIME START: 2010-12-10T00:00:00 * DATE/TIME END: 2010-12-10T00:00:00
Event(s):	IBAM-Sed_CIRCO * LATITUDE: 37.167100 * LONGITUDE: -7.392800 * DATE/TIME START: 2010-12-10T00:00:00 * DATE/TIME END: 2010-12-10T00:00:00 * METHOD/DEVICE: Dredge (DRG)
Comment:	CIRCO (2011). Climatic Changes from Isotopic Records during the Holocene in Southwest Iberia
Parameter(s):	Sample ID (Sample ID) * PI: CIRCO Project Members * COMMENT: Sample number
	Sample ID (Sample ID) * PI: CIRCO Project Members * COMMENT: Acess number from laboratory
	Sample ID (Sample ID) * PI: CIRCO Project Members * COMMENT: Reference sample in the collect
	DATE/TIME (Date/Time) * GEOCODE * PI: CIRCO Project Members * COMMENT: of collecting
	Project (Project) * PI: CIRCO Project Members
	Sample method (Sample method) * PI: CIRCO Project Members
	LATITUDE (Latitude) * GEOCODE * PI: CIRCO Project Members
	LONGITUDE (Longitude) * GEOCODE * PI: CIRCO Project Members
	Gravel [%] (Gravel) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving
	Sandstone [%] (Sdst) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving
	Mudstone [%] (Mudstone) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette
	Grain size, mean [phi] (Grain size mean) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method
	Standard deviation [±] (Std dev) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method * COMMENT: Of sample value
	Skewness (Skew) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method
	Kurtosis (Kurt) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method
	Mode, grain size [phi] (Mode) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method * COMMENT: 1st Mode sample value
	Mode, grain size [phi] (Mode) * PI: CIRCO Project Members * METHOD/DEVICE: Grain size, sieving/pipette, Folk and Ward method * COMMENT: 2nd Mode sample value
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	263 data points
*/
