,Sample_ID,d50,dataset,Date,tanBeta,latitude,longitude,geometry,dir,hs_mean,hs_max,tp,dist
1247,15452,0.6561116123066171,rossi,1999-04-11,0.08,27.70944,-80.37305,POINT (-80.37305000000001 27.70944),98.97375059,0.296250002,0.379999995,7.829999894,0.0463772297084554
1248,15458,0.5613677268066379,rossi,1999-04-11,0.08,27.70944,-80.37305,POINT (-80.37305000000001 27.70944),98.97375059,0.296250002,0.379999995,7.829999894,0.0463772297084554
1261,15488,0.306304177498139,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1262,15489,0.41929198074192403,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1263,15407,0.47698741821114704,rossi,1999-04-11,0.105,27.76333,-80.39721999999999,POINT (-80.39721999999999 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.03667265882613293
1264,15406,0.42485037155944505,rossi,1999-04-11,0.105,27.76333,-80.39721999999999,POINT (-80.39721999999999 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.03667265882613293
1265,15490,0.30800736953458696,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1266,15494,0.481972518220051,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1267,15492,0.377887942044308,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1268,15495,0.451571025976507,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1269,15491,0.35429730651217994,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1270,15493,0.347487505373272,rossi,1999-04-11,0.105,27.76333,-80.39694,POINT (-80.39694 27.76333),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.036694259613431174
1271,15437,0.334258052409172,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1272,15434,0.326925748725472,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1273,15432,0.390401194565586,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1274,15430,0.413806311311857,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1275,15429,0.239657270122861,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1276,15436,0.30334622254513,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1277,15438,0.359492094007765,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1278,15431,0.26906767696080497,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1279,15428,0.327379268514062,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1280,15427,0.296486427002725,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1281,15440,0.32444259677724996,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1282,15433,0.269254241074904,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1283,15426,0.40529048298870796,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1284,15439,0.38502654148689597,rossi,1999-04-11,0.1,27.7725,-80.40111,POINT (-80.40111 27.7725),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.027430132390818797
1285,15422,0.359741355921354,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1286,15417,0.272634602572558,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1287,15425,0.40557150024342103,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1288,15420,0.264812199890619,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1289,15418,0.5905030638738461,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1290,15421,1.7531901366145302,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1291,15419,0.423674093093585,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1292,15413,0.327152430032481,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1293,15415,0.413806311311857,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1294,15423,0.424261824668353,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1295,15424,0.46265993279885204,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1296,15416,0.402490997514899,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1297,15414,0.33681632787082,rossi,1999-04-11,0.09,27.825,-80.42944,POINT (-80.42944 27.825),57.36124992,0.25500000300000003,0.310000002,12.22249985,0.038753560001345805
1298,13355,0.355527310987642,rossi,1994-09-13,0.13,27.84895,-80.44187,POINT (-80.44186999999999 27.84895),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04550998695721348
1299,13367,0.35478879682817294,rossi,1994-09-13,0.13,27.84895,-80.44187,POINT (-80.44186999999999 27.84895),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04550998695721348
1300,13173,0.35602050759740894,rossi,1994-05-19,0.13,27.84897,-80.44187,POINT (-80.44186999999999 27.84897),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045502246709867446
1301,13160,0.35676158563671795,rossi,1994-05-19,0.13,27.84897,-80.44187,POINT (-80.44186999999999 27.84897),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045502246709867446
1302,13221,0.35651438838217103,rossi,1994-06-17,0.13,27.848979999999997,-80.44188,POINT (-80.44188 27.84898),67.45625019,0.519999988,0.560000002,8.052500129,0.04550760186656782
1303,13209,0.355280968952146,rossi,1994-06-17,0.13,27.848979999999997,-80.44188,POINT (-80.44188 27.84898),67.45625019,0.519999988,0.560000002,8.052500129,0.04550760186656782
1304,13270,0.35356134736239203,rossi,1994-07-16,0.13,27.849,-80.44189,POINT (-80.44189 27.849),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04550909877207211
1305,13258,0.35429730651217994,rossi,1994-07-16,0.13,27.849,-80.44189,POINT (-80.44189 27.849),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04550909877207211
1306,13307,0.35356134736239203,rossi,1994-08-15,0.13,27.849009999999996,-80.4419,POINT (-80.4419 27.84901),84.90499878,0.662500009,0.720000029,7.899999976,0.04551446410809008
1307,13319,0.354051816736965,rossi,1994-08-15,0.13,27.849009999999996,-80.4419,POINT (-80.4419 27.84901),84.90499878,0.662500009,0.720000029,7.899999976,0.04551446410809008
1308,13403,0.354051816736965,rossi,1994-10-12,0.13,27.84902,-80.4419,POINT (-80.4419 27.84902),44.99250031,0.9862500129999999,1.25,9.159999788,0.04551060661479375
1309,13415,0.354542966503242,rossi,1994-10-12,0.13,27.84902,-80.4419,POINT (-80.4419 27.84902),44.99250031,0.9862500129999999,1.25,9.159999788,0.04551060661479375
1310,13356,0.372427328059229,rossi,1994-09-13,0.13,27.84905,-80.44165,POINT (-80.44165 27.84905),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.045268428442412835
1311,13368,0.36049017912961207,rossi,1994-09-13,0.13,27.84905,-80.44165,POINT (-80.44165 27.84905),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.045268428442412835
1312,13174,0.355773823829919,rossi,1994-05-19,0.13,27.849059999999998,-80.44166,POINT (-80.44166 27.84906),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04527378033305955
1313,13161,0.357752089841415,rossi,1994-05-19,0.13,27.849059999999998,-80.44166,POINT (-80.44166 27.84906),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04527378033305955
1314,13375,0.523049807212121,rossi,1994-09-13,0.13,27.849059999999998,-80.44185999999999,POINT (-80.44185999999999 27.84906),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04545827974797875
1315,13210,0.414955193107954,rossi,1994-06-17,0.13,27.84907,-80.44185999999999,POINT (-80.44185999999999 27.84907),67.45625019,0.519999988,0.560000002,8.052500129,0.045454428486621457
1316,13222,0.35651438838217103,rossi,1994-06-17,0.13,27.84907,-80.44166,POINT (-80.44166 27.84907),67.45625019,0.519999988,0.560000002,8.052500129,0.04526991337572912
1317,13259,0.35478879682817294,rossi,1994-07-16,0.13,27.849090000000004,-80.44167,POINT (-80.44167 27.84909),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045271409304838146
1318,13271,0.363501091646318,rossi,1994-07-16,0.13,27.849090000000004,-80.44167,POINT (-80.44167 27.84909),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045271409304838146
1319,13320,0.35700895429103097,rossi,1994-08-15,0.13,27.849109999999996,-80.44168,POINT (-80.44168000000001 27.84911),84.90499878,0.662500009,0.720000029,7.899999976,0.045272916228654037
1320,13309,0.362494670244706,rossi,1994-08-15,0.13,27.849109999999996,-80.44168,POINT (-80.44168000000001 27.84911),84.90499878,0.662500009,0.720000029,7.899999976,0.045272916228654037
1321,13308,0.360990260357428,rossi,1994-08-15,0.13,27.849109999999996,-80.44168,POINT (-80.44168000000001 27.84911),84.90499878,0.662500009,0.720000029,7.899999976,0.045272916228654037
1322,13404,0.355280968952146,rossi,1994-10-12,0.13,27.849120000000003,-80.44169000000001,POINT (-80.44169000000001 27.84912),44.99250031,0.9862500129999999,1.25,9.159999788,0.04527828746592297
1323,13416,0.35503479760507894,rossi,1994-10-12,0.13,27.849120000000003,-80.44169000000001,POINT (-80.44169000000001 27.84912),44.99250031,0.9862500129999999,1.25,9.159999788,0.04527828746592297
1324,13357,0.36299753215403996,rossi,1994-09-13,0.13,27.849140000000002,-80.44143000000001,POINT (-80.44143000000001 27.84914),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04503074108924929
1325,13369,0.3650159653045929,rossi,1994-09-13,0.13,27.849140000000002,-80.44143000000001,POINT (-80.44143000000001 27.84914),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04503074108924929
1326,13175,0.38449316270427203,rossi,1994-05-19,0.13,27.849159999999998,-80.44144,POINT (-80.44144 27.84916),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04503222497774497
1327,13162,0.423087175705679,rossi,1994-05-19,0.13,27.849159999999998,-80.44144,POINT (-80.44144 27.84916),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04503222497774497
1328,13211,0.366791298890193,rossi,1994-06-17,0.13,27.84917,-80.44144,POINT (-80.44144 27.84917),67.45625019,0.519999988,0.560000002,8.052500129,0.04502835948428643
1329,13223,0.35380649705965506,rossi,1994-06-17,0.13,27.84917,-80.44144,POINT (-80.44144 27.84917),67.45625019,0.519999988,0.560000002,8.052500129,0.04502835948428643
1330,13272,0.373720274045205,rossi,1994-07-16,0.13,27.849190000000004,-80.44145,POINT (-80.44145 27.84919),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045029858996518006
1331,13260,0.36024039836239896,rossi,1994-07-16,0.13,27.849190000000004,-80.44145,POINT (-80.44145 27.84919),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045029858996518006
1332,13405,0.35750420627441204,rossi,1994-10-12,0.13,27.84921,-80.44147,POINT (-80.44147 27.84921),44.99250031,0.9862500129999999,1.25,9.159999788,0.0450405966351001
1333,13321,0.37216927613682105,rossi,1994-08-15,0.13,27.84921,-80.44145999999999,POINT (-80.44145999999999 27.84921),84.90499878,0.662500009,0.720000029,7.899999976,0.04503136956217884
1334,13417,0.36831988433200397,rossi,1994-10-12,0.13,27.84921,-80.44147,POINT (-80.44147 27.84921),44.99250031,0.9862500129999999,1.25,9.159999788,0.0450405966351001
1335,13418,0.35999079066628703,rossi,1994-10-12,0.13,27.84927,-80.44203,POINT (-80.44203 27.84927),44.99250031,0.9862500129999999,1.25,9.159999788,0.04553500200116778
1336,13406,0.36299753215403996,rossi,1994-10-12,0.13,27.84927,-80.44203,POINT (-80.44203 27.84927),44.99250031,0.9862500129999999,1.25,9.159999788,0.04553500200116778
1337,13310,0.362494670244706,rossi,1994-08-15,0.13,27.849290000000003,-80.44205,POINT (-80.44204999999999 27.84929),84.90499878,0.662500009,0.720000029,7.899999976,0.045545910367952844
1338,13273,0.35503479760507894,rossi,1994-07-16,0.13,27.849290000000003,-80.44204,POINT (-80.44204000000001 27.84929),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04553665831664116
1339,13261,0.358994088195687,rossi,1994-07-16,0.13,27.849290000000003,-80.44204,POINT (-80.44204000000001 27.84929),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04553665831664116
1340,13322,0.354542966503242,rossi,1994-08-15,0.13,27.849290000000003,-80.44205,POINT (-80.44204999999999 27.84929),84.90499878,0.662500009,0.720000029,7.899999976,0.045545910367952844
1341,13212,0.36704562187134704,rossi,1994-06-17,0.13,27.8493,-80.44205,POINT (-80.44204999999999 27.8493),67.45625019,0.519999988,0.560000002,8.052500129,0.045542117019806296
1342,13224,0.371138855229885,rossi,1994-06-17,0.13,27.8493,-80.44205,POINT (-80.44204999999999 27.8493),67.45625019,0.519999988,0.560000002,8.052500129,0.045542117019806296
1343,13176,0.35874534405793895,rossi,1994-05-19,0.13,27.849320000000002,-80.44206,POINT (-80.44206 27.84932),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04554379064203924
1344,13163,0.36526905731835,rossi,1994-05-19,0.13,27.849320000000002,-80.44206,POINT (-80.44206 27.84932),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04554379064203924
1345,13358,0.37397940138683106,rossi,1994-09-13,0.13,27.84934,-80.44207,POINT (-80.44207 27.84934),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04554547518081457
1346,13370,0.35874534405793895,rossi,1994-09-13,0.13,27.84934,-80.44207,POINT (-80.44207 27.84934),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04554547518081457
1347,13407,0.36602938676859603,rossi,1994-10-12,0.13,27.849359999999997,-80.44181999999999,POINT (-80.44181999999999 27.84936),44.99250031,0.9862500129999999,1.25,9.159999788,0.04530655512445904
1348,13419,0.360990260357428,rossi,1994-10-12,0.13,27.849359999999997,-80.44181999999999,POINT (-80.44181999999999 27.84936),44.99250031,0.9862500129999999,1.25,9.159999788,0.04530655512445904
1349,13262,0.378937100952018,rossi,1994-07-16,0.13,27.84938,-80.44183000000001,POINT (-80.44183000000001 27.84938),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045308213169876904
1350,13274,0.37553794290683595,rossi,1994-07-16,0.13,27.84938,-80.44183000000001,POINT (-80.44183000000001 27.84938),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045308213169876904
1351,13323,0.36704562187134704,rossi,1994-08-15,0.13,27.849390000000003,-80.44183000000001,POINT (-80.44183000000001 27.84939),84.90499878,0.662500009,0.720000029,7.899999976,0.04530441978490507
1352,13311,0.365522324819137,rossi,1994-08-15,0.13,27.849390000000003,-80.44183000000001,POINT (-80.44183000000001 27.84939),84.90499878,0.662500009,0.720000029,7.899999976,0.04530441978490507
1353,13225,0.36577576792863203,rossi,1994-06-17,0.13,27.8494,-80.44184,POINT (-80.44184 27.8494),67.45625019,0.519999988,0.560000002,8.052500129,0.045309882189717814
1354,13213,0.361491035310758,rossi,1994-06-17,0.13,27.8494,-80.44184,POINT (-80.44184 27.8494),67.45625019,0.519999988,0.560000002,8.052500129,0.045309882189717814
1355,13165,0.39750056321817706,rossi,1994-05-19,0.13,27.849420000000002,-80.44184,POINT (-80.44184 27.84942),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04530230641861418
1356,13177,0.370624715113667,rossi,1994-05-19,0.13,27.849420000000002,-80.44184,POINT (-80.44184 27.84942),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04530230641861418
1357,13371,0.36577576792863203,rossi,1994-09-13,0.13,27.849429999999998,-80.44185,POINT (-80.44185 27.84943),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04530777790673929
1358,13359,0.36602938676859603,rossi,1994-09-13,0.13,27.849429999999998,-80.44185,POINT (-80.44185 27.84943),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04530777790673929
1359,13408,0.35429730651217994,rossi,1994-10-12,0.13,27.849459999999997,-80.4416,POINT (-80.44159999999999 27.84946),44.99250031,0.9862500129999999,1.25,9.159999788,0.04506506005816209
1360,13420,0.35626736240862705,rossi,1994-10-12,0.13,27.849459999999997,-80.4416,POINT (-80.44159999999999 27.84946),44.99250031,0.9862500129999999,1.25,9.159999788,0.04506506005816209
1361,13263,0.35429730651217994,rossi,1994-07-16,0.12,27.84948,-80.44183000000001,POINT (-80.44183000000001 27.84948),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045270364419198295
1362,13275,0.38797337835760104,rossi,1994-07-16,0.13,27.84948,-80.4416,POINT (-80.44159999999999 27.84948),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.045057469756364044
1363,13312,0.36324922464186105,rossi,1994-08-15,0.13,27.849490000000003,-80.44161,POINT (-80.44161 27.84949),84.90499878,0.662500009,0.720000029,7.899999976,0.04506293102812795
1364,13324,0.36174168323517303,rossi,1994-08-15,0.13,27.849490000000003,-80.44161,POINT (-80.44161 27.84949),84.90499878,0.662500009,0.720000029,7.899999976,0.04506293102812795
1365,13214,0.35356134736239203,rossi,1994-06-17,0.13,27.8495,-80.44161,POINT (-80.44161 27.8495),67.45625019,0.519999988,0.560000002,8.052500129,0.04505914140600053
1366,13226,0.41351958822229495,rossi,1994-06-17,0.13,27.8495,-80.44161,POINT (-80.44161 27.8495),67.45625019,0.519999988,0.560000002,8.052500129,0.04505914140600053
1367,13166,0.38025264674229803,rossi,1994-05-19,0.13,27.84951,-80.44162,POINT (-80.44162 27.84951),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045064609132291704
1368,13178,0.38104416543258707,rossi,1994-05-19,0.13,27.84951,-80.44162,POINT (-80.44162 27.84951),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045064609132291704
1369,13360,0.35380649705965506,rossi,1994-09-13,0.13,27.849529999999998,-80.44163,POINT (-80.44163 27.84953),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04506629826873425
1370,13372,0.359741355921354,rossi,1994-09-13,0.13,27.849529999999998,-80.44163,POINT (-80.44163 27.84953),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04506629826873425
1371,13373,0.357752089841415,rossi,1994-09-13,0.125,27.84977,-80.4423,POINT (-80.4423 27.84977),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04559827511481584
1372,13361,0.3607401330879261,rossi,1994-09-13,0.125,27.84977,-80.4423,POINT (-80.4423 27.84977),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04559827511481584
1373,13421,0.3607401330879261,rossi,1994-10-12,0.125,27.84978,-80.4423,POINT (-80.4423 27.84978),44.99250031,0.9862500129999999,1.25,9.159999788,0.04559459139905134
1374,13409,0.373461326250846,rossi,1994-10-12,0.125,27.84978,-80.4423,POINT (-80.4423 27.84978),44.99250031,0.9862500129999999,1.25,9.159999788,0.04559459139905134
1375,13276,0.35651438838217103,rossi,1994-07-16,0.125,27.849790000000002,-80.44230999999999,POINT (-80.44230999999999 27.84979),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04560020764037598
1376,13264,0.35849677227301896,rossi,1994-07-16,0.125,27.849790000000002,-80.44230999999999,POINT (-80.44230999999999 27.84979),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04560020764037598
1377,13179,0.36400534968924797,rossi,1994-05-19,0.125,27.849809999999998,-80.44230999999999,POINT (-80.44230999999999 27.84981),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.0455928511901323
1378,13167,0.366791298890193,rossi,1994-05-19,0.125,27.849809999999998,-80.44230999999999,POINT (-80.44230999999999 27.84981),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.0455928511901323
1379,13325,0.36049017912961207,rossi,1994-08-15,0.125,27.84982,-80.44232,POINT (-80.44232 27.84982),84.90499878,0.662500009,0.720000029,7.899999976,0.0455984764180308
1380,13313,0.36174168323517303,rossi,1994-08-15,0.12,27.84982,-80.44161,POINT (-80.44161 27.84982),84.90499878,0.662500009,0.720000029,7.899999976,0.04493887970394767
1381,13227,0.35700895429103097,rossi,1994-06-17,0.125,27.849829999999997,-80.44232,POINT (-80.44232 27.84983),67.45625019,0.519999988,0.560000002,8.052500129,0.04559480368469463
1382,13215,0.361240561058288,rossi,1994-06-17,0.125,27.849829999999997,-80.44232,POINT (-80.44232 27.84983),67.45625019,0.519999988,0.560000002,8.052500129,0.04559480368469463
1383,13374,0.367300121193048,rossi,1994-09-13,0.125,27.849870000000003,-80.44208,POINT (-80.44208 27.84987),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04535690900233858
1384,13362,0.39640000786038204,rossi,1994-09-13,0.125,27.849870000000003,-80.44208,POINT (-80.44208 27.84987),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04535690900233858
1385,13410,0.40867557988948705,rossi,1994-10-12,0.125,27.84988,-80.44209000000001,POINT (-80.44209000000001 27.84988),44.99250031,0.9862500129999999,1.25,9.159999788,0.04536252601263318
1386,13265,0.367300121193048,rossi,1994-07-16,0.125,27.84988,-80.44230999999999,POINT (-80.44230999999999 27.84988),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04556716339037924
1387,13422,0.359243004805766,rossi,1994-10-12,0.125,27.84988,-80.44209000000001,POINT (-80.44209000000001 27.84988),44.99250031,0.9862500129999999,1.25,9.159999788,0.04536252601263318
1388,13277,0.6740896204488531,rossi,1994-07-16,0.125,27.84988,-80.44209000000001,POINT (-80.44209000000001 27.84988),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04536252601263318
1389,13168,0.387167466056185,rossi,1994-05-19,0.125,27.8499,-80.4421,POINT (-80.4421 27.8499),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045364470785470394
1390,13180,0.42103936029964395,rossi,1994-05-19,0.125,27.8499,-80.4421,POINT (-80.4421 27.8499),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.045364470785470394
1391,13326,0.39229999466873294,rossi,1994-08-15,0.125,27.849909999999998,-80.44211,POINT (-80.44211 27.84991),84.90499878,0.662500009,0.720000029,7.899999976,0.04537009788005968
1392,13314,0.36299753215403996,rossi,1994-08-15,0.125,27.849909999999998,-80.44211,POINT (-80.44211 27.84991),84.90499878,0.662500009,0.720000029,7.899999976,0.04537009788005968
1393,13228,0.363501091646318,rossi,1994-06-17,0.125,27.84992,-80.44211,POINT (-80.44211 27.84992),67.45625019,0.519999988,0.560000002,8.052500129,0.04536642649632094
1394,13216,0.385293508282866,rossi,1994-06-17,0.125,27.84992,-80.44211,POINT (-80.44211 27.84992),67.45625019,0.519999988,0.560000002,8.052500129,0.04536642649632094
1395,13363,0.35380649705965506,rossi,1994-09-13,0.12,27.84996,-80.44185999999999,POINT (-80.44185999999999 27.84996),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.045119226762494975
1396,13411,0.354542966503242,rossi,1994-10-12,0.12,27.849970000000003,-80.44187,POINT (-80.44186999999999 27.84997),44.99250031,0.9862500129999999,1.25,9.159999788,0.04512484454982203
1397,13423,0.41037871609727794,rossi,1994-10-12,0.12,27.849970000000003,-80.44187,POINT (-80.44186999999999 27.84997),44.99250031,0.9862500129999999,1.25,9.159999788,0.04512484454982203
1398,13278,0.539995482272623,rossi,1994-07-16,0.125,27.84998,-80.44187,POINT (-80.44186999999999 27.84998),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04512116650803405
1399,13266,0.35478879682817294,rossi,1994-07-16,0.125,27.84998,-80.44187,POINT (-80.44186999999999 27.84998),79.65499973,0.36500000200000005,0.400000006,10.10500014,0.04512116650803405
1400,13181,0.38263214902360904,rossi,1994-05-19,0.125,27.85,-80.44188,POINT (-80.44188 27.85),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04512311725098243
1401,13169,0.39067188799792296,rossi,1994-05-19,0.125,27.85,-80.44188,POINT (-80.44188 27.85),51.82499981,0.6324999929999999,0.7099999790000001,7.019999921,0.04512311725098243
1402,13315,0.35700895429103097,rossi,1994-08-15,0.125,27.850009999999997,-80.44189,POINT (-80.44189 27.85001),84.90499878,0.662500009,0.720000029,7.899999976,0.045128747849306705
1403,13327,0.36628318146087496,rossi,1994-08-15,0.125,27.850009999999997,-80.44189,POINT (-80.44189 27.85001),84.90499878,0.662500009,0.720000029,7.899999976,0.045128747849306705
1404,13364,0.35874534405793895,rossi,1994-09-13,0.125,27.85002,-80.44243,POINT (-80.44243 27.85002),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04562787290950871
1405,13376,0.35676158563671795,rossi,1994-09-13,0.125,27.85002,-80.44243,POINT (-80.44243 27.85002),60.65625,1.3500000090000002,1.4500000480000002,6.466250062,0.04562787290950871
1406,13217,0.354051816736965,rossi,1994-06-17,0.125,27.85002,-80.44189,POINT (-80.44189 27.85002),67.45625019,0.519999988,0.560000002,8.052500129,0.04512507898991645
1407,13229,0.36299753215403996,rossi,1994-06-17,0.125,27.85002,-80.44189,POINT (-80.44189 27.85002),67.45625019,0.519999988,0.560000002,8.052500129,0.04512507898991645
