Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,Latitude,Longitude,"Gravel [%] (Grain size, sieving)","Sdst [%] (Grain size, sieving)","Mudstone [%] (Grain size, settling tube)","Grain size mean [phi] (Grain size, sieving/settling ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/settling ...)","Kurt (Grain size, sieving/settling ...)","Mode [phi] (1st Mode sample value, Grain ...)","Mode [phi] (2nd Mode sample value, Grain ...)"
165,1542A,PA-P2-A6,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.3162,0,100,0,2.179,0.438,-0.019,1.052,2.237,
166,1543A,PA-P3-A3,3/29/2011,MOSES,Hand-Collecting,37.0804,-8.3158,0.1,99.9,0,1.164,0.535,-0.109,1.1,1.247,
167,1544A,PA-P3-A4,3/29/2011,MOSES,Hand-Collecting,37.0803,-8.3159,0,100,0,1.414,0.452,0.012,1.057,1.247,
168,1545A,PA-P3-A5,3/29/2011,MOSES,Hand-Collecting,37.0802,-8.3159,0,100,0,1.734,0.423,-0.035,1.202,1.747,
169,1546a,PA-P3-A6,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.316,0,100,0,1.999,0.458,-0.095,1.052,2.237,
170,1547A,PA-P3-A7,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.3161,0,100,0,2.106,0.507,-0.114,1.105,2.237,
171,1548A,PA-P4-A2,3/29/2011,MOSES,Hand-Collecting,37.0803,-8.3156,0,100,0,1.464,0.498,-0.111,1.016,1.747,
172,1549A,PA-P4-A3,3/29/2011,MOSES,Hand-Collecting,37.0802,-8.3156,0,100,0,1.464,0.498,-0.111,1.016,1.747,
173,1550A,PA-P4-A4,3/29/2011,MOSES,Hand-Collecting,37.0802,-8.3157,0.3,99.7,0,1.222,0.642,-0.168,1.001,1.247,
174,1551A,PA-P4-A5,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.3158,0,100,0,1.779,0.463,-0.05,0.991,1.747,
175,1552A,PA-P4-A6,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.3159,0,100,0,1.648,0.687,-0.241,1.051,1.747,
176,1553A,PA-P5-A2,3/29/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.3,99.7,0,1.095,0.631,-0.128,0.916,1.247,
177,1554A,PA-P5-A3,3/29/2011,MOSES,Hand-Collecting,37.0801,-8.3155,0.1,99.9,0,1.267,0.624,-0.155,1.04,1.247,
178,1555A,PA-P5-A4,3/29/2011,MOSES,Hand-Collecting,37.08,-8.3156,0,100,0,1.547,0.469,-0.093,1.039,1.747,
179,1556A,PA-P5-A5,3/29/2011,MOSES,Hand-Collecting,37.08,-8.3157,0,100,0,1.656,0.41,-0.193,1.507,1.747,
180,1557A,PA-P5-A6,3/29/2011,MOSES,Hand-Collecting,37.0799,-8.3157,0.1,99.9,0,1.682,0.527,-0.106,1.067,1.747,
181,1558A,PA-P6-A1,3/29/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0,100,0,1.507,0.512,-0.135,1.059,1.747,
182,1559A,PA-P6-A2,3/29/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0.1,99.9,0,1.682,0.419,-0.11,1.313,1.747,
183,1560A,PA-P6-A3,3/29/2011,MOSES,Hand-Collecting,37.0798,-8.3157,0,100,0,1.852,0.387,0.036,1.223,1.747,
184,1561A,VJ-P1-A1,3/29/2011,MOSES,Hand-Collecting,37.0798,-8.3151,0,100,0,1.59,0.494,-0.114,1.067,1.747,
185,1562A,VJ-P1-A2,3/29/2011,MOSES,Hand-Collecting,37.0798,-8.3152,0,100,0,1.777,0.451,-0.044,1.071,1.747,
186,1563A,VJ-P1-A3,3/29/2011,MOSES,Hand-Collecting,37.0797,-8.3153,1.5,98.5,0,1.006,0.857,-0.183,0.906,1.247,
187,1564A,VJ-P2-A1,3/29/2011,MOSES,Hand-Collecting,37.0799,-8.3149,0.2,99.8,0,1.191,0.638,-0.144,0.89,1.247,
188,1565A,VJ-P2-A2,3/29/2011,MOSES,Hand-Collecting,37.0798,-8.315,1.1,98.9,0,1.481,0.67,-0.389,1.461,1.747,
189,1566A,VJ-P2-A3,3/29/2011,MOSES,Hand-Collecting,37.0797,-8.315,0.4,99.6,0,1.19,0.684,-0.113,0.931,1.247,
190,1567A,VJ-P3-A2,3/29/2011,MOSES,Hand-Collecting,37.0796,-8.3151,0.1,99.9,0,1.139,0.606,-0.098,0.933,1.247,
191,1568A,VJ-P3-A3,3/29/2011,MOSES,Hand-Collecting,37.0798,-8.3146,0.1,99.9,0,1.286,0.542,-0.116,1.079,1.247,
192,1569A,VJ-P3-A4,3/29/2011,MOSES,Hand-Collecting,37.0797,-8.3147,0,100,0,1.505,0.462,-0.086,1.027,1.747,
193,1570A,VJ-P3-A5,3/29/2011,MOSES,Hand-Collecting,37.0797,-8.3148,0,100,0,1.096,0.558,-0.006,0.972,1.247,
194,1571A,VJ-P3-A6,3/29/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0.2,99.8,0,0.904,0.754,0.115,0.877,0.247,
195,1572A,VJ-P4-A1,3/29/2011,MOSES,Hand-Collecting,37.0795,-8.315,2.6,97.4,0,-0.002,0.655,0.198,1.08,-0.243,
196,1573A,VJ-P4-A2,3/29/2011,MOSES,Hand-Collecting,37.0795,-8.3148,1.1,98.9,0,0.508,0.716,0.099,0.932,0.247,
197,1574A,VJ-P4-A3,3/29/2011,MOSES,Hand-Collecting,37.0794,-8.3149,0.4,99.6,0,0.799,0.577,-0.069,0.96,0.747,
198,1575A,VJ-P4-A4,3/29/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0.3,99.7,0,1.252,0.597,-0.208,0.907,1.747,
199,1576A,VJ-P4-A5,3/29/2011,MOSES,Hand-Collecting,37.0795,-8.315,0,100,0,1.275,0.435,0.026,1.207,1.247,
200,1577A,VJ-P5-A1,3/29/2011,MOSES,Hand-Collecting,37.0795,-8.3148,0,100,0,1.235,0.749,-0.2,0.914,1.747,
201,1578A,VJ-P5-A2,3/29/2011,MOSES,Hand-Collecting,37.0794,-8.3149,0.1,99.9,0,1.754,0.426,-0.043,1.23,1.747,
202,1579A,BG-P1-A1,3/30/2011,MOSES,Hand-Collecting,37.0812,-8.318,0,100,0,2.29,0.464,-0.005,0.989,2.237,
203,1580A,BG-P1-A3,3/30/2011,MOSES,Hand-Collecting,37.0817,-8.3175,0,100,0,1.091,0.662,-0.031,0.884,1.247,
204,1581A,BG-P1-A4,3/30/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0,100,0,1.2,0.56,-0.107,0.982,1.247,
205,1582A,BG-P1-A5,3/30/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.1,99.9,0,1.497,0.512,-0.031,1.026,1.747,
206,1583A,BG-P1-A6,3/30/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0,100,0,1.678,0.504,-0.047,0.973,1.747,
207,1584A,BG-P1-A7,3/30/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0,100,0,1.875,0.466,0.004,1.011,1.747,
208,1585A,BG-P1-A8,3/30/2011,MOSES,Hand-Collecting,37.0813,-8.3179,0.1,99.9,0,1.874,0.649,-0.221,1.232,2.237,
209,1586A,BG-P1-A9,3/30/2011,MOSES,Hand-Collecting,37.0812,-8.318,0,100,0,2.251,0.46,0,0.939,2.237,
210,1587A,BG-P6-A2,3/30/2011,MOSES,Hand-Collecting,37.0811,-8.3167,0.1,99.9,0,1.149,0.559,-0.099,1.068,1.247,
211,1588A,BG-P6-A3,3/30/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.2,99.8,0,1.364,0.61,-0.137,1.048,1.747,
212,1589A,BG-P6-A4,3/30/2011,MOSES,Hand-Collecting,37.081,-8.3169,0,100,0,1.578,0.481,-0.059,1.013,1.747,
213,1590A,BG-P6-A5,3/30/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.805,0.429,-0.028,1.031,1.747,
214,1591A,BG-P6-A6,3/30/2011,MOSES,Hand-Collecting,37.0809,-8.317,0.1,99.9,0,1.85,0.577,-0.266,1.343,1.747,
215,1592A,BG-P6-A7,3/30/2011,MOSES,Hand-Collecting,37.0808,-8.3171,0.1,99.9,0,1.669,0.477,-0.103,1.131,1.747,
216,1593A,CH-P1-A1,3/30/2011,MOSES,Hand-Collecting,37.0793,-8.3137,0.2,99.8,0,0.572,0.456,-0.046,1.017,0.747,
217,1594A,CH-P1-A2,3/30/2011,MOSES,Hand-Collecting,37.0792,-8.3137,0,100,0,0.78,0.409,0.038,1.219,0.747,
218,1595A,CH-P1-A3,3/30/2011,MOSES,Hand-Collecting,37.0791,-8.3138,0,100,0,0.778,0.306,0.051,1.349,0.747,
219,1596A,CH-P1-A4,3/30/2011,MOSES,Hand-Collecting,37.079,-8.3138,0.2,99.8,0,0.512,0.462,-0.092,1.058,0.747,
220,1597A,CH-P1-A5,3/30/2011,MOSES,Hand-Collecting,37.0789,-8.3138,0.9,99.1,0,0.159,0.408,-0.045,1.12,0.247,
221,1598A,CH-P2-A1,3/30/2011,MOSES,Hand-Collecting,37.0792,-8.3133,0.1,99.9,0,0.705,0.483,0.013,0.922,0.747,
222,1599A,CH-P2-A2,3/30/2011,MOSES,Hand-Collecting,37.0791,-8.3134,0.1,99.9,0,0.855,0.514,0.031,0.979,0.747,
223,1600A,CH-P2-A3,3/30/2011,MOSES,Hand-Collecting,37.079,-8.3134,0,100,0,1.023,0.46,-0.073,1.031,1.25,
224,1601A,CH-P2-A4,3/30/2011,MOSES,Hand-Collecting,37.0789,-8.3135,0,100,0,0.917,0.374,0.1,0.941,0.75,
225,1602A,CH-P2-A5,3/30/2011,MOSES,Hand-Collecting,37.0789,-8.3135,0.1,99.9,0,0.721,0.444,0.034,1.028,0.75,
226,1603A,CH-P2-A6,3/30/2011,MOSES,Hand-Collecting,37.0788,-8.3136,0.8,99.2,0,0.526,0.452,-0.032,1.043,0.75,
227,1604A,CH-P3-A1,3/30/2011,MOSES,Hand-Collecting,37.0789,-8.313,0.3,99.7,0,0.887,0.464,0.046,1.022,0.75,
228,1605A,CH-P3-A2,3/30/2011,MOSES,Hand-Collecting,37.0789,-8.3131,0.1,99.9,0,0.944,0.427,0.039,0.987,0.75,
229,1606A,CH-P3-A3,3/30/2011,MOSES,Hand-Collecting,37.0788,-8.3132,0,100,0,0.778,0.418,0.01,1.164,0.75,
230,1607A,CH-P3-A4,3/30/2011,MOSES,Hand-Collecting,37.0788,-8.3133,0,100,0,0.916,0.45,0.074,1.026,0.75,
231,1608A,CH-P3-A5,3/30/2011,MOSES,Hand-Collecting,37.0787,-8.3134,0.1,99.9,0,0.774,0.494,-0.059,1.035,0.75,
232,1609A,CH-P3-A6,3/30/2011,MOSES,Hand-Collecting,37.0787,-8.3135,1,99,0,0.512,0.513,-0.014,1.074,0.25,
233,1610A,PA-P1-A1,3/30/2011,MOSES,Hand-Collecting,37.0804,-8.3162,0,100,0,1.801,0.498,-0.136,1.003,1.75,
234,1611A,PA-P1-A2,3/30/2011,MOSES,Hand-Collecting,37.0803,-8.3163,0,100,0,1.817,0.573,-0.112,1.115,1.75,
235,1612A,PA-P1-A3,3/30/2011,MOSES,Hand-Collecting,37.0802,-8.3163,0.1,99.9,0,2.097,0.525,-0.128,1.117,2.24,
236,1613A,PA-P6-A1,3/30/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0.1,99.9,0,1.619,0.522,-0.179,1.175,1.747,
237,1614A,PA-P6-A2,3/30/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0,100,0,1.76,0.465,-0.065,1.057,1.747,
238,1615A,PA-P6-A3,3/30/2011,MOSES,Hand-Collecting,37.0798,-8.3157,0,100,0,1.709,0.45,-0.052,1.071,1.747,
239,1616A,PA-P6-A4,3/30/2011,MOSES,Hand-Collecting,37.0797,-8.3157,0.3,99.7,0,1.97,0.478,-0.048,1.098,2.237,
240,1617A,BG-P1-A4,4/8/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0,100,0,1.279,0.473,-0.028,1.021,1.247,
241,1618A,BG-P1-A5,4/8/2011,MOSES,Hand-Collecting,37.0815,-8.3177,1.2,98.8,0,0.716,0.799,0.008,0.851,0.247,
242,1619A,BG-P1-A6,4/8/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.3,99.7,0,0.936,0.803,-0.05,0.804,1.247,0.247
243,1620A,BG-P1-A7,4/8/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0.1,99.9,0,1.716,0.453,-0.035,0.98,1.747,
244,1621A,BG-P6-A3,4/8/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.1,99.9,0,1.118,0.482,-0.093,1.093,1.247,
245,1622A,BG-P6-A4,4/8/2011,MOSES,Hand-Collecting,37.081,-8.3169,0.1,99.9,0,1.227,0.701,-0.066,0.883,1.747,
246,1623A,BG-P6-A5,4/8/2011,MOSES,Hand-Collecting,37.0809,-8.317,0.1,99.9,0,1.407,0.557,-0.104,1.121,1.247,
247,1624A,BG-P6-A6,4/8/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.622,0.53,-0.183,1.2,1.747,
248,1625A,BG-P9-A3,4/8/2011,MOSES,Hand-Collecting,37.0806,-8.3164,0.2,99.8,0,0.959,0.658,-0.14,0.941,1.247,
249,1626A,BG-P9-A4,4/8/2011,MOSES,Hand-Collecting,37.0805,-8.3164,0,100,0,1.153,0.526,-0.064,1.004,1.247,
250,1627A,CH-P1-A2,4/8/2011,MOSES,Hand-Collecting,37.0792,-8.3137,0,100,0,1.142,0.39,-0.07,1.081,1.247,
251,1628A,CH-P1-A3,4/8/2011,MOSES,Hand-Collecting,37.0791,-8.3138,0,100,0,1.03,0.501,-0.098,1.056,1.247,
252,1629A,CH-P2-A2,4/8/2011,MOSES,Hand-Collecting,37.0791,-8.3134,1.1,98.9,0,0.786,0.484,-0.069,1.085,0.747,
253,1630A,CH-P2-A3,4/8/2011,MOSES,Hand-Collecting,37.079,-8.3134,0.4,99.6,0,0.725,0.445,-0.032,1.115,0.747,
254,1631A,CH-P2-A4,4/8/2011,MOSES,Hand-Collecting,37.0789,-8.3135,0.1,99.9,0,0.698,0.428,-0.02,1.08,0.747,
255,1632A,CH-P3-A2,4/8/2011,MOSES,Hand-Collecting,37.0789,-8.3131,0.6,99.4,0,0.464,0.53,-0.176,1.081,0.747,
256,1633A,CH-P3-A3,4/8/2011,MOSES,Hand-Collecting,37.0788,-8.3132,0.5,99.5,0,0.45,0.457,-0.042,0.997,0.247,
257,1634A,CH-P3-A4,4/8/2011,MOSES,Hand-Collecting,37.0788,-8.3133,0.1,99.9,0,0.542,0.376,-0.085,0.889,0.747,
258,1635A,BG-PA-A1,4/11/2011,MOSES,Hand-Collecting,37.0827,-8.3189,1.5,98.5,0,1.093,0.704,-0.076,1.102,1.247,
259,1636A,BG-PA-A2,4/11/2011,MOSES,Hand-Collecting,37.0826,-8.3189,0.1,99.9,0,1.101,0.588,-0.02,0.93,1.247,
260,1637A,BG-PA-A3,4/11/2011,MOSES,Hand-Collecting,37.0825,-8.319,0.3,99.7,0,1.074,0.749,-0.09,0.876,1.247,
261,1638A,BG-PA-A4,4/11/2011,MOSES,Hand-Collecting,37.0825,-8.3191,0.2,99.8,0,1.215,0.669,-0.083,0.92,1.747,
262,1639A,BG-PA-A5,4/11/2011,MOSES,Hand-Collecting,37.0824,-8.3191,0.1,99.9,0,1.409,0.523,-0.114,1.004,1.747,
263,1640A,BG-PA-A6,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3192,0,100,0,1.528,0.406,0.002,0.939,1.747,
264,1641A,BG-PA-A7,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3192,0,100,0,1.559,0.65,0.017,0.906,1.747,
265,1642A,BG-PA-A8,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3193,0,100,0,2.152,0.436,-0.001,0.989,2.237,
266,1643A,BG-PB-A1,4/11/2011,MOSES,Hand-Collecting,37.0826,-8.3186,0.2,99.8,0,1.33,0.595,-0.082,1.066,1.247,
267,1644A,BG-PB-A2,4/11/2011,MOSES,Hand-Collecting,37.0826,-8.3187,0.4,99.6,0,1.003,0.614,-0.055,0.93,1.247,
268,1645A,BG-PB-A3,4/11/2011,MOSES,Hand-Collecting,37.0825,-8.3188,0.3,99.7,0,1.131,0.71,-0.044,0.977,1.247,
269,1646A,BG-PB-A4,4/11/2011,MOSES,Hand-Collecting,37.0824,-8.3188,0.2,99.8,0,1.012,0.857,-0.043,0.794,1.747,0.247
270,1647A,BG-PB-A5,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3189,0.7,99.3,0,0.487,0.695,0.239,1.053,0.247,
271,1648A,BG-PB-A6,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.319,0,100,0,1.474,0.433,-0.065,0.985,1.747,
272,1649A,BG-PB-A7,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.319,0,100,0,1.912,0.555,-0.055,1.027,1.747,
273,1650A,BG-PC-A1,4/11/2011,MOSES,Hand-Collecting,37.0825,-8.3184,0.3,99.7,0,1.166,0.638,-0.055,0.973,1.247,
274,1651A,BG-PC-A2,4/11/2011,MOSES,Hand-Collecting,37.0824,-8.3185,0.2,99.8,0,1.243,0.615,-0.092,0.957,1.247,
275,1652A,BG-PC-A3,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3186,0.6,99.4,0,0.876,0.786,0.043,0.898,0.247,1.247
276,1653A,BG-PC-A4,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3187,0.1,99.9,0,1.118,0.725,-0.038,0.846,1.747,0.747
277,1654A,BG-PC-A5,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3187,0.1,99.9,0,1.218,0.623,-0.079,0.934,1.247,
278,1655A,BG-PC-A6,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3188,0,100,0,1.652,0.413,-0.055,1.033,1.747,
279,1656A,BG-PC-A7,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0,100,0,1.623,0.524,0.002,1.016,1.747,
280,1657A,BG-PC-A8,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0.2,99.8,0,2.084,0.637,-0.258,1.442,2.237,
281,1658A,BG-PD-A2,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3183,0.7,99.3,0,0.766,0.654,0.021,0.968,0.747,
282,1659A,BG-PD-A3,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3184,0.3,99.7,0,0.998,0.796,-0.012,0.874,1.247,0.247
283,1660A,BG-PD-A4,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3185,0.1,99.9,0,0.913,0.794,-0.021,0.868,1.247,0.247
284,1661A,BG-PD-A5,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3185,0.3,99.7,0,1.19,0.701,-0.076,0.92,1.247,
285,1662A,BG-PD-A6,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3186,0,100,0,1.544,0.463,-0.13,1.043,1.747,
286,1663A,BG-PD-A7,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3187,0,100,0,1.752,0.465,-0.017,1.04,1.747,
287,1664A,BG-PD-A8,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3187,0,100,0,2.081,0.48,-0.142,1.145,2.237,
288,1665A,BG-PE-A2,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3181,0.4,99.6,0,1.044,0.648,-0.084,0.934,1.247,
289,1666A,BG-PE-A3,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3182,0.4,99.6,0,1.046,0.753,-0.034,0.997,1.247,
290,1667A,BG-PE-A4,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3183,0.9,99.1,0,1.102,0.934,-0.294,0.852,1.747,0.247
291,1668A,BG-PE-A5,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3183,0.5,99.5,0,0.95,0.749,-0.046,0.887,1.247,
292,1669A,BG-PE-A6,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3184,0,100,0,1.598,0.498,-0.164,1.119,1.747,
293,1670A,BG-PE-A7,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3185,0,100,0,1.818,0.424,0.094,1.268,1.747,
294,1671A,BG-PE-A8,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0,100,0,2.017,0.578,-0.262,1.361,2.237,
295,1672A,BG-PF-A2,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.318,0,100,0,1.128,0.558,-0.035,0.959,1.247,
296,1673A,BG-PF-A3,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3181,0.4,99.6,0,1.128,0.782,-0.145,0.892,1.747,
297,1674A,BG-PF-A4,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3181,0.3,99.7,0,1.117,0.793,-0.138,0.933,1.247,
298,1675A,BG-PF-A5,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3182,0.2,99.8,0,1.42,0.56,-0.088,1.075,1.247,
299,1676A,BG-PF-A6,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3183,0.1,99.9,0,1.585,0.386,-0.061,0.949,1.747,
300,1677A,BG-PF-A7,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3183,0,100,0,1.878,0.471,0.044,1.016,1.747,
301,1678A,BG-PF-A8,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3184,0.1,99.9,0,1.569,0.748,-0.106,1.067,1.747,
302,1679A,BG-PG-A2,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3178,0.8,99.2,0,0.959,0.667,-0.136,1.038,1.247,
303,1680A,BG-PG-A3,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3179,0.8,99.2,0,0.905,0.746,-0.047,0.889,1.247,
304,1681A,BG-PG-A4,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3179,1.7,98.3,0,1.124,0.855,-0.205,0.976,1.747,
305,1682A,BG-PG-A5,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.318,0.7,99.3,0,1.148,0.806,-0.2,0.977,1.247,
306,1683A,BG-PG-A6,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3181,0,100,0,1.539,0.445,-0.034,1.005,1.747,
307,1684A,BG-PG-A7,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3181,0,100,0,1.934,0.432,0.031,1.017,1.747,
308,1685A,BG-PG-A8,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3182,0,100,0,2.125,0.572,-0.159,1.208,2.237,
309,1686A,BG-PH-A1,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3175,0,100,0,1.382,0.483,-0.031,1.004,1.247,
310,1687A,BG-PH-A2,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3176,0.2,99.8,0,1.248,0.608,-0.098,0.987,1.247,
311,1688A,BG-PH-A3,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3177,0.9,99.1,0,1.091,0.749,-0.132,1.005,1.247,
312,1689A,BG-PH-A4,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0.3,99.7,0,1.144,0.811,-0.184,0.928,1.747,
313,1690A,BG-PH-A5,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0.7,99.3,0,1.057,0.856,-0.141,0.833,1.747,
314,1691A,BG-PH-A6,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3179,0,100,0,1.576,0.411,-0.017,0.94,1.747,
315,1692A,BG-PH-A7,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.878,0.471,0.048,1.047,1.747,
316,1693A,BG-PH-A8,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.985,0.547,-0.131,1.178,2.237,
317,1694A,BG-P1-A1,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3174,0.6,99.4,0,1.182,0.611,-0.124,1.008,1.247,
318,1695A,BG-P1-A2,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3175,0.3,99.7,0,1.057,0.682,-0.116,0.942,1.247,
319,1696A,BG-P1-A3,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3175,1.1,98.9,0,1.044,0.833,-0.146,0.889,1.747,
320,1697A,BG-P1-A4,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0.5,99.5,0,0.962,0.733,-0.049,0.874,1.247,
321,1698A,BG-P1-A5,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.2,99.8,0,1.505,0.425,-0.029,0.987,1.747,
322,1699A,BG-P1-A6,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0,100,0,1.875,0.37,0.081,1.09,1.747,
323,1700A,BG-P1-A7,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0,100,0,1.736,0.591,-0.067,1.132,1.747,
324,1701A,BG-P1-A8,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3179,0,100,0,2.175,0.43,-0.015,1.043,2.237,
325,1702A,BG-P2-A1,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3172,0.5,99.5,0,0.847,0.685,-0.043,0.924,1.247,
326,1703A,BG-P2-A2,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3173,0.9,99.1,0,0.871,0.746,-0.102,0.921,1.247,
327,1704A,BG-P2-A3,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3174,1,99,0,0.904,0.792,0.007,0.945,0.747,
328,1705A,BG-P2-A4,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3174,0.3,99.7,0,0.919,187347382,0.01,0.821,0.247,1.247
329,1706A,BG-P2-A5,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3175,0,100,0,1.518,0.451,-0.044,1.015,1.747,
330,1707A,BG-P2-A6,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3176,0,100,0,1.791,0.439,-0.02,1.1,1.747,
331,1708A,BG-P2-A7,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3176,0.2,99.8,0,1.989,0.503,-0.145,1.133,2.237,
332,1709A,BG-P2-A8,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3177,0,100,0,2.163,0.475,-0.085,1.131,2.237,
333,1710A,BG-P3-A1,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.317,0.3,99.7,0,0.874,0.687,-0.051,0.916,1.247,
334,1711A,BG-P3-A2,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3171,0.7,99.3,0,0.892,0.771,-0.058,0.943,0.747,
335,1712A,BG-P3-A3,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3171,0.8,99.2,0,1.046,0.74,-0.095,0.967,1.247,
336,1713A,BG-P3-A4,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3172,2.4,97.6,0,0.636,0.832,-0.014,0.957,0.247,
337,1714A,BG-P3-A5,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3173,0.6,99.4,0,1.036,0.722,-0.141,0.919,1.247,
338,1715A,BG-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3173,0,100,0,1.564,0.437,-0.053,0.997,1.747,
339,1716A,BG-P3-A7,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3174,0,100,0,1.78,0.509,-0.054,1.123,1.747,
340,1717A,BG-P3-A8,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3175,0,100,0,1.886,0.517,-0.038,1.034,1.747,
341,1718A,BG-P3-A9,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3176,0.1,99.9,0,1.9,0.849,-0.394,1.111,2.237,0.747
