Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,Latitude,Longitude,"Gravel [%] (Grain size, sieving)","Sdst [%] (Grain size, sieving)","Mudstone [%] (Grain size, settling tube)","Grain size mean [phi] (Grain size, sieving/settling ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/settling ...)","Kurt (Grain size, sieving/settling ...)","Mode [phi] (1st Mode sample value, Grain ...)","Mode [phi] (2nd Mode sample value, Grain ...)"
521,1898A,BG-P9-A2,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3163,0.1,99.9,0,1.456,0.598,-0.181,1.203,1.747,
522,1899A,BG-P9-A3,4/11/2011,MOSES,Hand-Collecting,37.0806,-8.3164,0,100,0,1.667,0.491,-0.077,1.056,1.747,
523,1900A,BG-P9-A4,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3164,0,100,0,1.832,0.462,0.061,1.203,1.747,
524,1901A,BG-P9-A5,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3165,0,100,0,2.085,0.477,-0.028,1.012,2.237,
525,1902A,BG-P9-A6,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3166,0,100,0,2.194,0.502,-0.029,0.95,2.237,
526,1903A,BG-P10-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,1.643,0.556,-0.092,1.01,1.747,
527,1904A,BG-P10-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,2.069,0.513,-0.047,0.996,2.237,
528,1905A,BG-P10-A3,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3164,0,100,0,2.14,0.581,-0.105,1.018,2.237,
529,1906A,PA-P1-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3162,0,100,0,1.711,0.481,0.038,0.982,1.747,
530,1907A,PA-P1-A2,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3163,0,100,0,2.255,0.438,-0.01,1.04,2.237,
531,1908A,PA-P1-A3,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3158,0,100,0,2.121,0.445,0.08,0.913,2.237,
532,1909A,PA-P2-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3159,0.5,99.5,0,0.59,0.664,0.232,1.116,0.247,
533,1910A,PA-P2-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.316,0.8,99.2,0,0.597,0.713,0.086,0.944,0.247,
534,1911A,PA-P2-A3,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.316,0,100,0,1.746,0.438,-0.021,1.097,1.747,
535,1912A,PA-P2-A4,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3161,0,100,0,1.881,0.432,0.097,1.115,1.747,
536,1913A,PA-P2-A5,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3162,0,100,0,2.123,0.45,0.078,0.89,2.237,
537,1914A,PA-P2-A6,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3157,0,100,0,2.408,0.402,-0.008,0.949,2.237,
538,1915A,PA-P2-A7,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3157,0,100,0,2.353,0.442,-0.047,0.954,2.237,
539,1916A,PA-P3-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3158,0.1,99.9,0,36919,0.702,-0.057,0.929,1.247,
540,1917A,PA-P3-A3,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3159,0.2,99.8,0,0.666,0.809,0.03,1.003,1.747,
541,1918A,PA-P3-A4,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3159,0,100,0,1.589,0.418,-0.058,0.976,1.747,
542,1919A,PA-P3-A5,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.316,0,100,0,1707904435,0.457,0.015,1.037,1.747,
543,1920A,PA-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3155,0,100,0,2.001,0.584,-0.14,1.004,2.237,
544,1921A,PA-P3-A7,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3156,0,100,0,2.256,0.514,-0.104,1.19,2.237,
545,1922A,PA-P4-A2,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3156,2.7,97.3,0,0.057,0.521,0.013,1.11,0.247,
546,1923A,PA-P4-A3,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3157,0.2,99.8,0,1.238,0.559,-0.115,1.085,1.247,
547,1924A,PA-P4-A4,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3158,0,100,0,1.595,0.48,-0.092,1.052,1.747,
548,1925A,PA-P4-A5,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3159,0,100,0,1.879,0.508,-0.019,0.998,1.747,
549,1926A,PA-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3153,0,100,0,2.027,0.529,-0.093,1.049,2.237,
550,1927A,PA-P4-A7,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.7,99.3,0,1.541,0.862,-0.201,0.97,1.747,
551,1928A,PA-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3155,0,100,0,1.532,0.495,-0.054,1.028,1.747,
552,1929A,PA-P5-A4,4/11/2011,MOSES,Hand-Collecting,37.08,-8.3156,0,100,0,1.85,0.577,-0.207,1.172,2.237,
553,1930A,PA-P5-A5,4/11/2011,MOSES,Hand-Collecting,37.08,-8.3157,0,100,0,1.795,0.44,-0.005,1.011,1.747,
554,1931A,PA-P5-A6,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3157,0,100,0,2.028,0.465,0.018,1.016,1.747,
555,1932A,PA-P6-A1,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0,100,0,1.929,0.449,0.003,1.051,1.747,
556,1933A,PA-P6-A2,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0,100,0,1.983,0.465,0.096,1.037,1.747,
557,1934A,PA-P6-A3,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3151,0,100,0,2.306,0.498,-0.144,0.957,2.237,
558,1935A,VJ-P2-A1,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3152,0,100,0,1.533,0.478,-0.009,1.018,1.747,
559,1936A,VJ-P2-A2,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3153,0,100,0,1.915,0.417,0.044,1.011,1.747,
560,1937A,VJ-P2-A3,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3153,0,100,0,2.512,0.474,-0.004,1.027,2.237,
561,1938A,VJ-P2-A4,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3148,0,100,0,1.836,0.569,-0.075,1.13,1.747,
562,1939A,VJ-P3-A2,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3149,0.4,99.6,0,0.879,0.75,0.098,0.885,0.247,
563,1940A,VJ-P3-A3,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.315,0,100,0,1.552,0.47,-0.13,1.056,1.747,
564,1941A,VJ-P3-A4,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.315,0,100,0,1.617,0.418,0.015,0.951,1.747,
565,1942A,VJ-P3-A5,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3151,0,100,0,1.734,0.433,0.001,1.191,1.747,
566,1943A,VJ-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3152,0,100,0,1.98,0.481,0.002,1.072,1.747,
567,1944A,VJ-P4-A2,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3146,0.2,99.8,0,0.721,0.657,0.006,0.946,0.747,
568,1945A,VJ-P4-A3,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3147,0,100,0,1.677,0.468,-0.091,1.104,1.747,
569,1946A,VJ-P4-A4,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3148,0,100,0,1.772,0.401,0.016,1.187,1.747,
570,1947A,VJ-P4-A5,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0,100,0,1.633,0.389,-0.028,1.02,1.747,
571,1948A,VJ-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.315,0.4,99.6,0,0.811,0.679,0.211,1.353,0.747,2.237
572,1949A,VJ-P5-A1,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.3151,0,100,0,1.938,0.449,0.135,1.132,1.747,
573,1950A,VJ-P5-A2,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.3148,0.1,99.9,0,1.826,0.598,-0.109,1.346,1.747,
574,1951A,VJ-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0794,-8.3149,0,100,0,2.406,0.448,-0.177,0.936,2.737,
575,1952A,VJ-P5-A4,4/11/2011,MOSES,Hand-Collecting,37.0794,-8.3151,0,100,0,2.429,0.402,-0.037,0.924,2.237,
576,1953A,BG-PA-A4,5/11/2011,MOSES,Hand-Collecting,37.0825,-8.3191,0.6,99.4,0,1.097,0.721,-0.12,0.912,1.247,
577,1954A,BG-PA-A5,5/11/2011,MOSES,Hand-Collecting,37.0824,-8.3191,0.2,99.8,0,1.307,0.553,-0.01,1.039,1.247,
578,1955A,BG-PA-A6,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3192,0.3,99.7,0,1.556,0.71,-0.265,1.122,1.747,
579,1956A,BG-PA-A7,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3192,0,100,0,2.04,0.448,-0.107,1.065,2.237,
580,1957A,BG-PA-A8,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3193,0,100,0,2.182,0.5,-0.074,1.084,2.237,
581,1958A,BG-PB-A5,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3189,0.2,99.8,0,1.144,0.601,-0.008,0.91,1.247,
582,1959A,BG-PB-A6,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.319,0,100,0,1.388,0.573,-0.064,1.021,1.247,
583,1960A,BG-PB-A7,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.319,0.6,99.4,0,1.461,0.477,0.016,1.047,1.247,
584,1961A,BG-PB-A8,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3191,0,100,0,1.978,0.705,-0.242,1.18,2.237,
585,1962A,BG-PB-A9,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3191,0,100,0,2.318,0.485,-0.058,0.945,2.237,
586,1963A,BG-PC-A4,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3187,1.3,98.7,0,1.116,0.699,-0.108,0.946,0.247,
587,1964A,BG-PC-A5,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3187,0.2,99.8,0,1.32,0.525,0.031,0.993,1.247,
588,1965A,BG-PC-A6,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3188,0.1,99.9,0,1.588,0.843,-0.249,1.052,1.247,
589,1966A,BG-PC-A7,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0.2,99.8,0,1.836,0.751,-0.359,1.179,2.237,
590,1967A,BG-PC-A8,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0.1,99.9,0,2.273,0.448,-0.009,1.061,2.237,
591,1968A,BG-PC-A9,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.319,0,100,0,2.34,0.475,-0.086,0.932,2.237,
592,1969A,BG-PD-A4,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3185,0,100,0,0.765,0.812,0.058,0.839,2.237,
593,1970A,BG-PD-A5,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3185,1.1,98.9,0,1.335,0.649,-0.088,1.024,0.247,1.247
594,1971A,BG-PD-A6,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3186,0.2,99.8,0,1.287,0.527,0.008,0.984,1.247,
595,1972A,BG-PD-A7,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3187,0.1,99.9,0,1.697,0.613,-0.229,1.274,1.247,
596,1973A,BG-PD-A8,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3187,0.2,99.8,0,1.863,0.609,-0.118,1.078,1.747,
597,1974A,BG-PD-A9,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3188,0,100,0,2.181,0.521,-0.09,1.115,2.237,
598,1975A,BG-PD-A10,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3189,0,100,0,2.297,0.52,-0.059,0.868,2.237,
599,1976A,BG-PE-A4,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3183,0,100,0,0.919,0.933,0.011,0.77,0.247,1.747
600,1977A,BG-PE-A5,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3183,1.1,98.9,0,1.386,0.624,-0.144,1.093,1.747,
601,1978A,BG-PE-A6,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3184,0.1,99.9,0,1.303,0.627,-0.058,1.008,1.247,
602,1979A,BG-PE-A7,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3185,0.1,99.9,0,1.833,0.454,-0.054,1.016,1.747,
603,1980A,BG-PE-A8,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0.2,99.8,0,2.044,0.515,-0.123,1.079,2.237,
604,1981A,BG-PE-A9,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0,100,0,2.221,0.542,-0.133,1.247,2.237,
605,1982A,BG-PE-A10,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3186,0.1,99.9,0,2.311,0.507,-0.122,1.007,2.237,
606,1983A,BG-PF-A4,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3181,0,100,0,0.952,0.879,-0.099,0.878,1.747,
607,1984A,BG-PF-A5,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3182,1.6,98.4,0,1.141,0.676,-0.076,0.958,1.247,
608,1985A,BG-PF-A6,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3183,0.1,99.9,0,1.308,0.654,-0.105,1.05,1.247,
609,1986A,BG-PF-A7,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3183,0.3,99.7,0,2.032,0.448,-0.128,1.083,2.237,
610,1987A,BG-PF-A8,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3184,0,100,0,1.876,0.648,-0.167,1.074,2.237,
611,1988A,BG-PF-A9,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3185,0,100,0,2.089,0.555,-0.026,1.004,2.237,
612,1989A,BG-PG-A5,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.318,0,100,0,1.194,0.725,-0.091,0.911,1.747,
613,1990A,BG-PG-A6,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3181,0.2,99.8,0,1.379,0.649,-0.125,1.2,1.247,
614,1991A,BG-PG-A7,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3181,0.9,99.1,0,1.811,0.514,-0.078,1.02,1.747,
615,1992A,BG-PG-A8,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3182,0,100,0,1.838,0.53,-0.05,1.031,1.747,
616,1993A,BG-PG-A9,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3183,0,100,0,2.151,0.557,-0.116,1.041,2.237,
617,1994A,BG-PG-A10,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3183,0.1,99.9,0,1.382,0.483,-0.031,1.004,2.237,
618,1995A,BG-PH-A4,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0,100,0,1.106,0.825,-0.158,0.911,1.747,
619,1996A,BG-PH-A5,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0.7,99.3,0,1.345,0.545,-0.004,0.944,1.247,
620,1997A,BG-PH-A6,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3179,0.3,99.7,0,1.407,0.744,-0.317,1.093,1.747,
621,1998A,BG-PH-A7,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.643,0.45,0.017,0.922,1.747,
622,1999A,BG-PH-A8,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,2.017,0.495,-0.076,1.018,2.237,
623,2000A,BG-PH-A9,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3181,0,100,0,2.284,0.449,-0.022,1.013,2.237,
624,2001A,BG-P1-A4,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0.5,99.5,0,1.038,0.816,-0.067,0.872,1.247,
625,2002A,BG-P1-A5,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.5,99.5,0,1.03,0.787,-0.065,0.91,1.247,
626,2003A,BG-P1-A6,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,1.7,98.3,0,0.986,1.002,-0.06,0.753,1.747,0.247
627,2004A,BG-P1-A7,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0.1,99.9,0,1.836,0.622,-0.161,1.171,2.237,
628,2005A,BG-P1-A8,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3179,0,100,0,2.138,0.42,-0.022,1.008,2.237,
629,2006A,BG-P1-A9,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.318,0,100,0,2.091,0.535,-0.122,1.142,2.237,
630,2007A,BG-P2-A5,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3175,0,100,0,1.595,0.508,-0.141,1.067,1.747,
631,2008A,BG-P2-A6,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3176,0,100,0,1.62,0.579,-0.145,1.08,1.747,
632,2009A,BG-P2-A7,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3176,0,100,0,1.786,0.641,-0.137,0.96,2.237,
633,2010A,BG-P2-A8,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3177,0,100,0,2.195,0.483,-0.093,1.172,2.237,
634,2011A,BG-P2-A9,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3178,0.3,99.7,0,2.028,0.73,-0.305,1.26,2.237,
635,2012A,BG-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3173,0,100,0,1.549,0.537,-0.033,0.992,1.747,
636,2013A,BG-P3-A7,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3174,0,100,0,1.626,0.613,-0.153,0.934,1.747,
637,2014A,BG-P3-A8,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3175,0,100,0,2.095,0.48,-0.151,1.127,2.237,
638,2015A,BG-P3-A9,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3176,0,100,0,2.157,0.522,-0.096,1.063,2.237,
639,2016A,BG-P3-A10,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3176,0.4,99.6,0,2.176,0.704,-0.305,1.389,2.237,
640,2017A,BG-P4-A5,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3171,0.6,99.4,0,1.069,0.786,-0.127,0.916,1.747,
641,2018A,BG-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3172,0,100,0,1.485,0.564,-0.125,0.965,1.747,
642,2019A,BG-P4-A7,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0.1,99.9,0,1.815,0.514,-0.024,0.96,1.747,
643,2020A,BG-P4-A8,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,2.112,0.469,-0.114,1.096,2.237,
644,2021A,BG-P4-A9,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3174,0,100,0,2.223,0.463,-0.052,1.102,2.237,
645,2022A,BG-P4-A10,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3175,0,100,0,2.402,0.456,0.026,0.993,2.237,
646,2023A,BG-P5-A3,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3169,0.5,99.5,0,0.774,0.719,-0.035,0.922,0.747,
647,2024A,BG-P5-A4,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.317,0.1,99.9,0,1.388,0.633,-0.222,1.117,1.747,
648,2025A,BG-P5-A5,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3171,0,100,0,1.466,0.578,0.007,0.953,1.247,
649,2026A,BG-P5-A6,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,1.92,0.513,-0.043,0.985,2.237,
650,2027A,BG-P5-A7,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,2.133,0.548,-0.175,1.147,2.237,
651,2028A,BG-P5-A8,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3173,0.4,99.6,0,2.107,0.688,-0.278,1.438,2.237,
652,2029A,BG-P5-A9,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3174,0,100,0,2.41,0.46,-0.147,1.021,2.237,
653,2030A,BG-P6-A2,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3167,0.1,99.9,0,1.263,0.647,-0.049,0.966,1.247,
654,2031A,BG-P6-A3,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.3,99.7,0,0.722,0.668,0.103,0.964,0.247,
655,2032A,BG-P6-A4,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3169,0.1,99.9,0,1.572,0.595,-0.154,0.982,1.747,
656,2033A,BG-P6-A5,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.885,0.452,-0.015,0.976,1.747,
657,2034A,BG-P6-A6,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.86,0.601,-0.182,1.067,2.237,
658,2035A,BG-P6-A7,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3171,0,100,0,1.525,0.729,-0.141,1.061,1.747,
659,2036A,BG-P7-A3,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3167,0.1,99.9,0,1.307,0.669,-0.093,0.978,1.247,
660,2037A,BG-P7-A4,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3167,0,100,0,1.975,0.423,-0.097,0.995,2.237,
661,2038A,BG-P7-A5,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3168,0,100,0,1.813,0.534,-0.052,1.021,1.747,
662,2039A,BG-P7-A6,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3169,0.4,99.6,0,1.519,0.84,-0.263,1.079,1.747,
663,2040A,BG-P7-A7,5/11/2011,MOSES,Hand-Collecting,37.0806,-8.317,0.1,99.9,0,1.386,0.777,0.124,0.866,0.747,2.237
664,2041A,BG-P8-A2,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3164,0.3,99.7,0,1.246,0.644,-0.062,0.953,1.247,
665,2042A,BG-P8-A3,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3165,0,100,0,1.493,0.566,-0.068,0.938,1.747,
666,2043A,BG-P8-A4,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3166,0,100,0,1.805,0.515,-0.087,1.025,1.747,
667,2044A,BG-P8-A5,5/11/2011,MOSES,Hand-Collecting,37.0806,-8.3167,0,100,0,2.088,0.436,-0.082,1.023,2.237,
668,2045A,BG-P8-A6,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3167,0,100,0,2.233,0.408,-0.038,1.382,2.237,
669,2046A,BG-P8-A7,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3168,0,100,0,2.332,0.495,-0.145,1.031,2.237,
670,2047A,BG-P9-A2,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3163,0.2,99.8,0,1.476,0.608,-0.08,1.087,1.247,
671,2048A,BG-P9-A3,5/11/2011,MOSES,Hand-Collecting,37.0806,-8.3164,0,100,0,1.727,0.525,-0.122,1.027,1.747,
672,2049A,BG-P9-A4,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3164,0,100,0,2.009,0.452,-0.122,1.048,2.237,
673,2050A,BG-P9-A5,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3165,0,100,0,2.209,0.444,-0.001,0.994,2.237,
674,2051A,BG-P9-A6,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3166,0,100,0,2.355,0.442,-0.045,0.981,2.237,
675,2052A,BG-P9-A7,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3167,0,100,0,2.401,0.475,-0.054,1.067,2.237,
676,2053A,BG-P10-A1,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0.2,99.8,0,1.53,0.751,-0.187,0.984,1.747,
677,2054A,BG-P10-A2,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,1.929,0.559,-0.148,1.061,2.237,
678,2055A,BG-P10-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3164,0,100,0,2.323,0.468,-0.072,0.968,2.237,
679,2056A,BG-P10-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3165,0,100,0,2.349,0.687,-0.393,1.222,2.737,
680,2057A,PA-P1-A1,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3162,0.1,99.9,0,2.003,0.468,-0.104,1.082,2.237,
681,2058A,PA-P1-A2,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3163,0,100,0,2.145,0.562,-0.102,0.959,2.237,
682,2059A,PA-P1-A3,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3158,0,100,0,0.59,0.664,0.232,1.116,2.237,
683,2060A,PA-P2-A2,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.316,0.1,99.9,0,1.448,0.554,-0.061,0.981,1.747,
684,2061A,PA-P2-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.316,0,100,0,1.644,0.547,-0.098,1.014,1.747,
685,2062A,PA-P2-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3161,0,100,0,2.044,0.472,-0.128,1.088,2.237,
686,2063A,PA-P2-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3162,0,100,0,2.046,0.57,-0.124,1.007,2.237,
687,2064A,PA-P2-A6,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3157,0,100,0,2.344,0.464,-0.087,1.046,2.237,
688,2065A,PA-P2-A7,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3157,0,100,0,0.75,0.745,-0.034,0.898,2.237,
689,2066A,PA-P3-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3159,0,100,0,1.414,0.565,-0.079,1.092,1.247,
690,2067A,PA-P3-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3159,0,100,0,1.758,0.463,-0.077,1.087,1.747,
691,2068A,PA-P3-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.316,0,100,0,1.984,0.414,0.08,0.976,1.747,
692,2069A,PA-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3155,0,100,0,2.144,0.51,-0.069,1.036,2.237,
693,2070A,PA-P3-A7,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3156,0.2,99.8,0,2.34,0.552,-0.248,1.167,2.237,
694,2071A,PA-P3-A8,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3161,0,100,0,36919,0.702,-0.057,0.929,2.237,
695,2072A,PA-P4-A2,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3156,3,97,0,0.288,0.686,0.06,1.088,0.247,
696,2073A,PA-P4-A3,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3157,0.1,99.9,0,1.504,0.589,-0.059,1.036,1.747,
697,2074A,PA-P4-A4,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3158,0.1,99.9,0,1.546,0.654,-0.202,1.031,1.747,
698,2075A,PA-P4-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3159,0,100,0,1.955,0.481,-0.024,1.012,2.237,
699,2076A,PA-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3153,0,100,0,2.235,0.543,-0.156,1.021,2.237,
700,2077A,PA-P4-A7,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.1,99.9,0,0.666,0.809,0.03,1.003,2.237,
