,latitude,longitude,d50,beach_slope_average,mstr,code,Hs_max,Hs_mean,Wdir_mean,Tp_mean
272,31.75253319672052,-80.88178632500356,0.687677810326219,0.0418518518518518,2.394057512283325,1.0,0.5141410552527971,0.4289490985844781,118.6984240264042,7.234874900844356
273,31.63868160415044,-81.15961267541392,0.687677810326219,0.0291304347826086,2.5368857383728027,1.0,0.191100057187792,0.1355702896792239,161.77805784721147,2.498943077085155
274,38.28085162058685,-75.14529094657391,0.12,0.074,1.4797189235687256,1.0,0.9099231690110466,0.7309685538287779,122.16161278989236,7.552626928404051
275,27.32575161520746,-80.20820778616675,0.45,0.1387125748502994,1.2348204851150513,1.0,0.6697946680317235,0.5805970176697353,79.63237983980144,8.087227052077719
276,32.097023034028766,-80.82189613796415,0.687677810326219,0.0329285714285714,2.510958671569824,1.0,0.2746371574979465,0.2183794430471604,137.13584408713143,5.6549658842414665
277,34.31544336999019,-77.66611769990249,0.597254149530125,0.0576875,1.6912624835968018,1.0,0.602168334688104,0.4849472843331577,129.39672628848533,7.694714010177122
278,31.3609558865816,-81.26838546985985,0.687677810326219,0.0608396946564885,2.4999654293060303,1.0,0.3131822244697634,0.2468044015979323,129.7698148618043,5.973015177588445
279,27.530522186492043,-80.29594454230171,0.45,0.1232262569832402,1.333489179611206,1.0,0.6697946680317235,0.5805970176697353,79.63237983980144,8.087227052077719
280,31.27158014406116,-81.32649654037982,0.687677810326219,0.0291304347826086,2.5368857383728027,1.0,0.2259288699715337,0.1774213522945758,137.96500239405918,4.980350860068815
281,31.30344581121146,-81.28709931829714,0.687677810326219,0.0488571428571428,2.4822428226470947,1.0,0.3460293554567342,0.2803719290808668,125.47161169053392,6.697699292131993
282,33.88985876455532,-78.05706619167972,0.621131370602788,0.0654975124378109,1.898556113243103,1.0,0.7040515007202947,0.5717068298830195,136.48339856616627,7.08668588747288
283,31.604915069061164,-81.12649578037983,0.687677810326219,0.0291304347826086,2.5368857383728027,1.0,0.4639684304410139,0.3853672845030448,125.15720669432515,7.199338230063589
284,34.252204312041115,-77.70965701470165,0.597254149530125,0.0516201117318435,1.6964056491851809,1.0,0.7914426505932588,0.6445672660970118,127.54985925831186,7.56946678368673
285,34.40588486037487,-77.46092987363905,0.597254149530125,0.0568613138686131,1.6987600326538086,1.0,0.7408851428338762,0.5953240447289335,150.69225645704432,7.437079338641836
286,27.455656476806965,-80.26067532785784,0.45,0.103002915451895,1.3000760078430176,1.0,0.6697946680317235,0.5805970176697353,79.63237983980144,8.087227052077719
287,36.13265512576202,-75.69617835849495,0.403,0.0586071428571428,0.8258429169654846,1.0,1.0427926495696076,0.8494386132105933,85.68636323989152,8.071005032770712
288,31.735356896759704,-81.06781326276908,0.687677810326219,0.0435416666666666,2.5919134616851807,1.0,0.4639684304410139,0.3853672845030448,125.15720669432515,7.199338230063589
289,34.452205077041114,-77.40965396470165,0.597254149530125,0.0516201117318435,1.6964056491851809,1.0,0.8617819041896333,0.697826680823821,147.47842548542272,7.455170681520323
290,34.44739869189671,-77.43890697658571,0.597254149530125,0.0549649122807017,1.6814781427383425,1.0,0.8361319206966435,0.6803207254078744,142.79481544229003,7.491352190947458
291,30.34923027117435,-81.38718181253715,0.571030468730941,0.0810643564356435,2.235518455505371,1.0,0.6906576830084974,0.5903670628954822,89.68577404253645,7.946585579645518
292,28.564690517837157,-80.6960479219521,0.493848227786005,0.0703753753753753,1.4823716878890991,1.0,0.8673829167850163,0.7559868789692679,74.08138436550546,8.373579310218382
