,Ele,dataset,Grain_Size,Hs,Tp,Ta,Dp,Da,Ea,Es
739,MB,Barnard_Santa_Barbara,0.3735,0.8487114465762435,13.879029317978564,7.374019494714032,220.9261127628852,230.521340865532,0.24467724605701888,4.894677479376955
740,MB,Barnard_Santa_Barbara,0.4517,0.6770237253824352,14.487705143448112,8.109253542162794,195.4224705222754,207.17945965769582,0.184654193851248,3.6942401028746557
741,MB,Barnard_Santa_Barbara,0.595,0.7772783234354993,14.135408033253459,7.6602304923452085,202.02219161207267,215.7694416614625,0.22270387329114422,4.455285490976517
742,MB,Barnard_Santa_Barbara,0.5695,0.7660236904887129,14.146290934096395,7.701931371792082,197.80591541545218,212.6866152265399,0.21852194204767234,4.371754922370487
743,MB,Barnard_Santa_Barbara,0.3686,0.688712750160444,14.204978191242034,7.601676348280941,195.583700983606,208.67747351090367,0.1754595875850395,3.51022546864129
744,MB,Barnard_Santa_Barbara,0.4876,0.6946900852351938,14.109061489835785,7.578862532418503,197.13793603247035,209.98365721998493,0.17719653598708518,3.544970003447651
745,MB,Barnard_Santa_Barbara,0.5223,0.7576406279949031,13.84293955405151,7.231105997056423,215.22848017137912,225.41833114846727,0.19160925433005893,3.833283901530643
746,MB,Barnard_Santa_Barbara,0.4247,0.8132999815917453,13.825595495677653,7.347530929709798,218.19448028118416,228.0497230221762,0.2246165575744641,4.493517089057936
747,MB,Barnard_Santa_Barbara,0.4812,0.8854306879735561,14.140380799337839,7.768648199455643,213.8979749202038,228.06381766630219,0.28883295729395775,5.778402312620185
748,MB,Barnard_Santa_Barbara,0.5002,0.8899169205986814,13.918990524525196,7.685105407672987,216.6697137914868,230.25061508455636,0.2846887219764404,5.695538132792295
749,MB,Barnard_Santa_Barbara,0.6576,0.7216236741466023,11.986566393304013,6.257504928159758,231.74297405366812,234.28548514479886,0.13529768869282807,2.7064605878552204
750,BB,Barnard_Santa_Barbara,0.237,0.5219932175537448,14.107734534919693,7.636446454297141,196.53235664055765,202.6274076549518,0.11727219292396493,2.345990400054804
751,BB,Barnard_Santa_Barbara,0.2635,0.6246685291129676,11.640645844306542,8.510677046653038,227.5707601200422,224.7145200362873,0.12475429437683508,2.4952907536606785
752,BB,Barnard_Santa_Barbara,0.3271,0.3261340601266436,13.245867350016809,8.353754445216707,194.6508332477694,196.25240950283933,0.03602506235414767,0.7205747465862614
753,BB,Barnard_Santa_Barbara,0.3101,0.5662442271342807,11.149745178050376,7.010854721909785,223.79370388741566,221.55992678618736,0.09060154678116901,1.812139122278613
754,BB,Barnard_Santa_Barbara,0.347,0.30437960647564205,13.06593288625422,7.712815184776534,181.90887896292853,189.26429910000178,0.03178050323556136,0.6356751433291593
755,BB,Barnard_Santa_Barbara,0.3568,0.3956035081958742,13.09915938813914,7.662280863977801,208.60898677149157,212.23708727493383,0.05120359895168503,1.024201216570316
756,BB,Barnard_Santa_Barbara,0.386,0.3956035081958742,13.09915938813914,7.662280863977801,208.60898677149157,212.23708727493383,0.05120359895168503,1.024201216570316
757,BB,Barnard_Santa_Barbara,0.3428,0.2997031883238638,13.356490357688603,8.348233541018558,175.75997234052105,185.67040140830542,0.03423604744645601,0.68482885072876
758,BB,Barnard_Santa_Barbara,0.4423,0.268324929212944,13.607591600826142,7.632232671575277,178.63728695493867,189.48214847002106,0.02350003237634235,0.47008232435215236
759,BB,Barnard_Santa_Barbara,0.3105,0.29230280773935474,13.622501444908407,7.556415754807733,192.50454440119628,198.25063127425187,0.03127818455068523,0.6256610110543711
760,BB,Barnard_Santa_Barbara,0.3548,0.3575071496862924,14.248342899837079,8.121688258446286,201.07985536569177,205.74666593057867,0.05135460961034543,1.0272281507762218
761,BB,Barnard_Santa_Barbara,0.3423,0.36745491625453036,12.61258544446636,7.6234867578360195,195.0917248607381,199.7564922663872,0.04260207385082107,0.852208357019709
762,BB,Barnard_Santa_Barbara,0.3329,0.35594540191267937,12.550854873064088,6.6613452470843475,198.4513729809038,204.1410313320318,0.03487382821727446,0.6976115661334804
763,BB,Barnard_Santa_Barbara,0.457,0.34478372512599903,12.637680219445253,6.398941906044967,202.81977957273747,207.37842960838103,0.03114220833530048,0.6229873569733835
764,BB,Barnard_Santa_Barbara,0.9926,0.5425748957938505,11.985758500436635,7.087007995436472,226.68749771493188,229.21527455863006,0.09638747741092227,1.9279593421879153
765,BB,Barnard_Santa_Barbara,0.555,0.6602318683975748,10.531236060106671,7.172164515385504,241.81379533138139,237.78109294379675,0.1354185649279096,2.7084832985419287
766,BB,Barnard_Santa_Barbara,0.4051,0.6353112321129509,11.142298911887071,7.182164651641117,236.87301033915074,234.43000515583358,0.12654769298218366,2.531101649854478
767,BB,Barnard_Santa_Barbara,0.4353,0.6417332722608089,11.08740984092811,7.2916769388214275,241.51749886141323,238.51051403590745,0.12489251106801073,2.4980042869011703
768,BB,Barnard_Santa_Barbara,0.2328,0.6536622386797424,11.61772328544647,7.293755211083676,236.86513839006045,236.26296737528995,0.12930171210960117,2.5862577615563676
769,BB,Barnard_Santa_Barbara,0.2294,0.6508989984066401,13.008502602068821,7.6924749057122845,231.3839828503582,236.45010204919527,0.13761032119993077,2.752583487039778
770,BB,Barnard_Santa_Barbara,0.1616,0.6805246587147942,13.176075152185312,8.062584554757148,222.22261681875744,231.01863336426436,0.1756604340844037,3.5136817547490895
771,BB,Barnard_Santa_Barbara,0.2319,0.5847217479257888,13.415676239319811,7.954950344642688,224.10815409207007,231.86190462785046,0.12728968885610845,2.5462105218870716
772,BB,Barnard_Santa_Barbara,0.1547,0.5812918083924083,13.3043005179881,7.336256593311128,238.84890110178682,244.21725923500242,0.12182934449663518,2.4369004755921737
773,BB,Barnard_Santa_Barbara,0.2352,0.7924946212101306,13.15548600136238,8.118268156439571,254.82139593499727,255.67953168798482,0.30785081181090185,6.157305771328408
774,BB,Barnard_Santa_Barbara,0.123,0.6179732379972374,11.161957174732834,7.356329982567654,259.8518387748545,259.5206032528775,0.15495780318111443,3.099229591093842
775,BB,Barnard_Santa_Barbara,0.2359,0.6179732379972374,11.161957174732834,7.356329982567654,259.8518387748545,259.5206032528775,0.15495780318111443,3.099229591093842
776,BB,Barnard_Santa_Barbara,0.3874,0.8167408740252047,13.351300052367572,8.33726041768249,232.1079107430974,239.01717140052247,0.26794440077489995,5.359768672211333
777,BB,Barnard_Santa_Barbara,0.2014,0.794207952984473,13.256875802302392,8.225671656885103,230.7359503993653,239.16941110032673,0.24177344378432497,4.836323001841711
778,BB,Barnard_Santa_Barbara,0.2212,0.7964974215147503,12.923849696494246,8.102677719843904,233.363699745669,238.27623280024991,0.25325293882084243,5.065726114864326
779,BB,Barnard_Santa_Barbara,0.2423,0.8292626999000905,13.043394218814589,8.205630531151249,230.8090944148511,236.74087085143412,0.27017032299327653,5.404185658757927
780,BB,Barnard_Santa_Barbara,0.305,0.8052139451775434,12.380714352022942,7.772070191264902,232.22990049379877,234.3850983930684,0.23483443391396927,4.697261554605875
781,BB,Barnard_Santa_Barbara,0.2453,0.3019148471105381,7.604085103573478,5.019304526374897,220.76856961393736,214.94844400955844,0.01596521465075552,0.31934425171840836
782,BB,Barnard_Santa_Barbara,0.2493,0.6389052241317669,13.83670244935725,7.787876367873485,208.8366273337134,218.333043932072,0.15244496636460755,3.05002120318714
783,BB,Barnard_Santa_Barbara,0.2531,0.6805059287807983,13.30053043979686,7.715198532404126,215.96678412920696,222.80462455787642,0.1625142412556885,3.2512976259527986
784,BB,Barnard_Santa_Barbara,0.2265,0.7084463939608424,14.43106388072784,8.121377409297251,212.94382039554347,222.0057288383014,0.20432016370134895,4.087532267031722
785,BB,Barnard_Santa_Barbara,0.2741,0.7341347169679936,13.789643626347065,7.23797551822296,210.61137648501963,221.89055660395027,0.18219456498795694,3.6449326507723376
786,BB,Barnard_Santa_Barbara,0.1726,0.7576406279949031,13.84293955405151,7.231105997056423,215.22848017137912,225.41833114846727,0.19160925433005893,3.833283901530643
787,BF,Yates_Oceanside,0.149254934,0.8510354624894034,13.490759655690054,7.673152580937774,254.91872341862484,256.9836647504242,0.2853443921375426,5.707336403680331
788,BF,Yates_Oceanside,0.151969162,0.8332392695581834,13.31080290712519,7.567610648615979,254.0704518479887,257.2844358932822,0.2515185570208463,5.030813941256041
789,BF,Yates_Oceanside,0.141790547,0.9028656882008235,13.6704753164769,7.931547046155468,257.96010514018553,258.7636093505335,0.3444330986144903,6.889132955670339
790,BF,Yates_Oceanside,0.1468782,0.8927841305976443,13.870188357484512,7.904460897914371,253.85957193110445,256.98575883710413,0.32614419468612804,6.523336876176409
791,MB,Yates_Oceanside,0.21646392,0.7993213375706488,13.934718805688572,7.9839515786043265,229.13383960543302,240.24854349988473,0.2427410287021899,4.855851041530042
792,BF,Yates_Oceanside,0.186938239,0.7993213375706488,13.934718805688572,7.9839515786043265,229.13383960543302,240.24854349988473,0.2427410287021899,4.855851041530042
793,BF,Yates_Oceanside,0.19398159,0.7993213375706488,13.934718805688572,7.9839515786043265,229.13383960543302,240.24854349988473,0.2427410287021899,4.855851041530042
794,O,Yates_Oceanside,0.139606149,0.7993213375706488,13.934718805688572,7.9839515786043265,229.13383960543302,240.24854349988473,0.2427410287021899,4.855851041530042
795,O,Yates_Oceanside,0.164840685,0.7993213375706488,13.934718805688572,7.9839515786043265,229.13383960543302,240.24854349988473,0.2427410287021899,4.855851041530042
796,MB,Yates_Oceanside,0.217611334,0.7785689275569992,13.818701416162357,7.85724109449084,229.07055050444058,239.10569078840692,0.22223121118071038,4.445636670789648
797,BF,Yates_Oceanside,0.224182194,0.7785689275569992,13.818701416162357,7.85724109449084,229.07055050444058,239.10569078840692,0.22223121118071038,4.445636670789648
798,BF,Yates_Oceanside,0.183572619,0.7785689275569992,13.818701416162357,7.85724109449084,229.07055050444058,239.10569078840692,0.22223121118071038,4.445636670789648
799,O,Yates_Oceanside,0.158296909,0.7785689275569992,13.818701416162357,7.85724109449084,229.07055050444058,239.10569078840692,0.22223121118071038,4.445636670789648
800,O,Yates_Oceanside,0.148294656,0.7785689275569992,13.818701416162357,7.85724109449084,229.07055050444058,239.10569078840692,0.22223121118071038,4.445636670789648
801,MB,Yates_Oceanside,0.210500761,0.760318155010829,13.482952668004424,7.626941060791182,228.7445137994886,238.36088786500355,0.19990137506676325,3.998957285177931
802,BF,Yates_Oceanside,0.193219533,0.760318155010829,13.482952668004424,7.626941060791182,228.7445137994886,238.36088786500355,0.19990137506676325,3.998957285177931
803,BF,Yates_Oceanside,0.16910296,0.760318155010829,13.482952668004424,7.626941060791182,228.7445137994886,238.36088786500355,0.19990137506676325,3.998957285177931
804,O,Yates_Oceanside,0.22206321,0.760318155010829,13.482952668004424,7.626941060791182,228.7445137994886,238.36088786500355,0.19990137506676325,3.998957285177931
805,O,Yates_Oceanside,0.150692433,0.760318155010829,13.482952668004424,7.626941060791182,228.7445137994886,238.36088786500355,0.19990137506676325,3.998957285177931
